seed,sample_id,role,domain,label,relative_path
0,316,BASE,art_painting,0,art_painting/dog/00316.jpg
0,317,BASE,art_painting,0,art_painting/dog/00317.jpg
0,320,BASE,art_painting,0,art_painting/dog/00320.jpg
0,321,BASE,art_painting,0,art_painting/dog/00321.jpg
0,322,BASE,art_painting,0,art_painting/dog/00322.jpg
0,327,BASE,art_painting,0,art_painting/dog/00327.jpg
0,328,BASE,art_painting,0,art_painting/dog/00328.jpg
0,329,BASE,art_painting,0,art_painting/dog/00329.jpg
0,331,BASE,art_painting,0,art_painting/dog/00331.jpg
0,339,BASE,art_painting,0,art_painting/dog/00339.jpg
0,340,BASE,art_painting,0,art_painting/dog/00340.jpg
0,343,BASE,art_painting,0,art_painting/dog/00343.jpg
0,344,BASE,art_painting,0,art_painting/dog/00344.jpg
0,353,BASE,art_painting,0,art_painting/dog/00353.jpg
0,355,BASE,art_painting,0,art_painting/dog/00355.jpg
0,356,BASE,art_painting,0,art_painting/dog/00356.jpg
0,357,BASE,art_painting,0,art_painting/dog/00357.jpg
0,360,BASE,art_painting,0,art_painting/dog/00360.jpg
0,362,BASE,art_painting,0,art_painting/dog/00362.jpg
0,366,BASE,art_painting,0,art_painting/dog/00366.jpg
0,368,BASE,art_painting,0,art_painting/dog/00368.jpg
0,370,BASE,art_painting,0,art_painting/dog/00370.jpg
0,371,BASE,art_painting,0,art_painting/dog/00371.jpg
0,373,BASE,art_painting,0,art_painting/dog/00373.jpg
0,374,BASE,art_painting,0,art_painting/dog/00374.jpg
0,375,BASE,art_painting,0,art_painting/dog/00375.jpg
0,378,BASE,art_painting,0,art_painting/dog/00378.jpg
0,380,BASE,art_painting,1,art_painting/elephant/00380.jpg
0,381,BASE,art_painting,1,art_painting/elephant/00381.jpg
0,384,BASE,art_painting,1,art_painting/elephant/00384.jpg
0,385,BASE,art_painting,1,art_painting/elephant/00385.jpg
0,387,BASE,art_painting,1,art_painting/elephant/00387.jpg
0,389,BASE,art_painting,1,art_painting/elephant/00389.jpg
0,390,BASE,art_painting,1,art_painting/elephant/00390.jpg
0,391,BASE,art_painting,1,art_painting/elephant/00391.jpg
0,392,BASE,art_painting,1,art_painting/elephant/00392.jpg
0,393,BASE,art_painting,1,art_painting/elephant/00393.jpg
0,394,BASE,art_painting,1,art_painting/elephant/00394.jpg
0,395,BASE,art_painting,1,art_painting/elephant/00395.jpg
0,396,BASE,art_painting,1,art_painting/elephant/00396.jpg
0,398,BASE,art_painting,1,art_painting/elephant/00398.jpg
0,400,BASE,art_painting,1,art_painting/elephant/00400.jpg
0,401,BASE,art_painting,1,art_painting/elephant/00401.jpg
0,402,BASE,art_painting,1,art_painting/elephant/00402.jpg
0,404,BASE,art_painting,1,art_painting/elephant/00404.jpg
0,406,BASE,art_painting,1,art_painting/elephant/00406.jpg
0,410,BASE,art_painting,1,art_painting/elephant/00410.jpg
0,412,BASE,art_painting,1,art_painting/elephant/00412.jpg
0,413,BASE,art_painting,1,art_painting/elephant/00413.jpg
0,414,BASE,art_painting,1,art_painting/elephant/00414.jpg
0,416,BASE,art_painting,1,art_painting/elephant/00416.jpg
0,419,BASE,art_painting,1,art_painting/elephant/00419.jpg
0,420,BASE,art_painting,1,art_painting/elephant/00420.jpg
0,423,BASE,art_painting,1,art_painting/elephant/00423.jpg
0,424,BASE,art_painting,1,art_painting/elephant/00424.jpg
0,426,BASE,art_painting,1,art_painting/elephant/00426.jpg
0,427,BASE,art_painting,1,art_painting/elephant/00427.jpg
0,429,BASE,art_painting,1,art_painting/elephant/00429.jpg
0,430,BASE,art_painting,1,art_painting/elephant/00430.jpg
0,431,BASE,art_painting,1,art_painting/elephant/00431.jpg
0,434,BASE,art_painting,1,art_painting/elephant/00434.jpg
0,439,BASE,art_painting,1,art_painting/elephant/00439.jpg
0,440,BASE,art_painting,1,art_painting/elephant/00440.jpg
0,441,BASE,art_painting,1,art_painting/elephant/00441.jpg
0,443,BASE,art_painting,1,art_painting/elephant/00443.jpg
0,445,BASE,art_painting,1,art_painting/elephant/00445.jpg
0,449,BASE,art_painting,1,art_painting/elephant/00449.jpg
0,452,BASE,art_painting,1,art_painting/elephant/00452.jpg
0,454,BASE,art_painting,1,art_painting/elephant/00454.jpg
0,456,BASE,art_painting,1,art_painting/elephant/00456.jpg
0,457,BASE,art_painting,1,art_painting/elephant/00457.jpg
0,458,BASE,art_painting,1,art_painting/elephant/00458.jpg
0,459,BASE,art_painting,1,art_painting/elephant/00459.jpg
0,460,BASE,art_painting,1,art_painting/elephant/00460.jpg
0,461,BASE,art_painting,1,art_painting/elephant/00461.jpg
0,464,BASE,art_painting,1,art_painting/elephant/00464.jpg
0,467,BASE,art_painting,1,art_painting/elephant/00467.jpg
0,469,BASE,art_painting,1,art_painting/elephant/00469.jpg
0,471,BASE,art_painting,1,art_painting/elephant/00471.jpg
0,474,BASE,art_painting,1,art_painting/elephant/00474.jpg
0,477,BASE,art_painting,1,art_painting/elephant/00477.jpg
0,482,BASE,art_painting,1,art_painting/elephant/00482.jpg
0,485,BASE,art_painting,1,art_painting/elephant/00485.jpg
0,489,BASE,art_painting,1,art_painting/elephant/00489.jpg
0,495,BASE,art_painting,1,art_painting/elephant/00495.jpg
0,497,BASE,art_painting,1,art_painting/elephant/00497.jpg
0,501,BASE,art_painting,1,art_painting/elephant/00501.jpg
0,503,BASE,art_painting,1,art_painting/elephant/00503.jpg
0,506,BASE,art_painting,1,art_painting/elephant/00506.jpg
0,509,BASE,art_painting,1,art_painting/elephant/00509.jpg
0,511,BASE,art_painting,1,art_painting/elephant/00511.jpg
0,518,BASE,art_painting,1,art_painting/elephant/00518.jpg
0,520,BASE,art_painting,1,art_painting/elephant/00520.jpg
0,521,BASE,art_painting,1,art_painting/elephant/00521.jpg
0,522,BASE,art_painting,1,art_painting/elephant/00522.jpg
0,524,BASE,art_painting,1,art_painting/elephant/00524.jpg
0,525,BASE,art_painting,1,art_painting/elephant/00525.jpg
0,526,BASE,art_painting,1,art_painting/elephant/00526.jpg
0,529,BASE,art_painting,1,art_painting/elephant/00529.jpg
0,535,BASE,art_painting,1,art_painting/elephant/00535.jpg
0,536,BASE,art_painting,1,art_painting/elephant/00536.jpg
0,537,BASE,art_painting,1,art_painting/elephant/00537.jpg
0,539,BASE,art_painting,1,art_painting/elephant/00539.jpg
0,544,BASE,art_painting,1,art_painting/elephant/00544.jpg
0,546,BASE,art_painting,1,art_painting/elephant/00546.jpg
0,549,BASE,art_painting,1,art_painting/elephant/00549.jpg
0,552,BASE,art_painting,1,art_painting/elephant/00552.jpg
0,553,BASE,art_painting,1,art_painting/elephant/00553.jpg
0,555,BASE,art_painting,1,art_painting/elephant/00555.jpg
0,556,BASE,art_painting,1,art_painting/elephant/00556.jpg
0,557,BASE,art_painting,1,art_painting/elephant/00557.jpg
0,559,BASE,art_painting,1,art_painting/elephant/00559.jpg
0,560,BASE,art_painting,1,art_painting/elephant/00560.jpg
0,562,BASE,art_painting,1,art_painting/elephant/00562.jpg
0,563,BASE,art_painting,1,art_painting/elephant/00563.jpg
0,565,BASE,art_painting,1,art_painting/elephant/00565.jpg
0,566,BASE,art_painting,1,art_painting/elephant/00566.jpg
0,570,BASE,art_painting,1,art_painting/elephant/00570.jpg
0,571,BASE,art_painting,1,art_painting/elephant/00571.jpg
0,573,BASE,art_painting,1,art_painting/elephant/00573.jpg
0,574,BASE,art_painting,1,art_painting/elephant/00574.jpg
0,576,BASE,art_painting,1,art_painting/elephant/00576.jpg
0,578,BASE,art_painting,1,art_painting/elephant/00578.jpg
0,579,BASE,art_painting,1,art_painting/elephant/00579.jpg
0,580,BASE,art_painting,1,art_painting/elephant/00580.jpg
0,581,BASE,art_painting,1,art_painting/elephant/00581.jpg
0,582,BASE,art_painting,1,art_painting/elephant/00582.jpg
0,585,BASE,art_painting,1,art_painting/elephant/00585.jpg
0,586,BASE,art_painting,1,art_painting/elephant/00586.jpg
0,591,BASE,art_painting,1,art_painting/elephant/00591.jpg
0,592,BASE,art_painting,1,art_painting/elephant/00592.jpg
0,593,BASE,art_painting,1,art_painting/elephant/00593.jpg
0,594,BASE,art_painting,1,art_painting/elephant/00594.jpg
0,596,BASE,art_painting,1,art_painting/elephant/00596.jpg
0,598,BASE,art_painting,1,art_painting/elephant/00598.jpg
0,599,BASE,art_painting,1,art_painting/elephant/00599.jpg
0,600,BASE,art_painting,1,art_painting/elephant/00600.jpg
0,603,BASE,art_painting,1,art_painting/elephant/00603.jpg
0,604,BASE,art_painting,1,art_painting/elephant/00604.jpg
0,607,BASE,art_painting,1,art_painting/elephant/00607.jpg
0,608,BASE,art_painting,1,art_painting/elephant/00608.jpg
0,610,BASE,art_painting,1,art_painting/elephant/00610.jpg
0,613,BASE,art_painting,1,art_painting/elephant/00613.jpg
0,617,BASE,art_painting,1,art_painting/elephant/00617.jpg
0,620,BASE,art_painting,1,art_painting/elephant/00620.jpg
0,621,BASE,art_painting,1,art_painting/elephant/00621.jpg
0,622,BASE,art_painting,1,art_painting/elephant/00622.jpg
0,624,BASE,art_painting,1,art_painting/elephant/00624.jpg
0,625,BASE,art_painting,1,art_painting/elephant/00625.jpg
0,626,BASE,art_painting,1,art_painting/elephant/00626.jpg
0,627,BASE,art_painting,1,art_painting/elephant/00627.jpg
0,630,BASE,art_painting,1,art_painting/elephant/00630.jpg
0,631,BASE,art_painting,1,art_painting/elephant/00631.jpg
0,632,BASE,art_painting,1,art_painting/elephant/00632.jpg
0,633,BASE,art_painting,1,art_painting/elephant/00633.jpg
0,638,BASE,art_painting,2,art_painting/giraffe/00638.jpg
0,639,BASE,art_painting,2,art_painting/giraffe/00639.jpg
0,641,BASE,art_painting,2,art_painting/giraffe/00641.jpg
0,642,BASE,art_painting,2,art_painting/giraffe/00642.jpg
0,645,BASE,art_painting,2,art_painting/giraffe/00645.jpg
0,648,BASE,art_painting,2,art_painting/giraffe/00648.jpg
0,650,BASE,art_painting,2,art_painting/giraffe/00650.jpg
0,651,BASE,art_painting,2,art_painting/giraffe/00651.jpg
0,653,BASE,art_painting,2,art_painting/giraffe/00653.jpg
0,655,BASE,art_painting,2,art_painting/giraffe/00655.jpg
0,656,BASE,art_painting,2,art_painting/giraffe/00656.jpg
0,657,BASE,art_painting,2,art_painting/giraffe/00657.jpg
0,658,BASE,art_painting,2,art_painting/giraffe/00658.jpg
0,659,BASE,art_painting,2,art_painting/giraffe/00659.jpg
0,660,BASE,art_painting,2,art_painting/giraffe/00660.jpg
0,661,BASE,art_painting,2,art_painting/giraffe/00661.jpg
0,663,BASE,art_painting,2,art_painting/giraffe/00663.jpg
0,664,BASE,art_painting,2,art_painting/giraffe/00664.jpg
0,665,BASE,art_painting,2,art_painting/giraffe/00665.jpg
0,666,BASE,art_painting,2,art_painting/giraffe/00666.jpg
0,668,BASE,art_painting,2,art_painting/giraffe/00668.jpg
0,669,BASE,art_painting,2,art_painting/giraffe/00669.jpg
0,670,BASE,art_painting,2,art_painting/giraffe/00670.jpg
0,671,BASE,art_painting,2,art_painting/giraffe/00671.jpg
0,674,BASE,art_painting,2,art_painting/giraffe/00674.jpg
0,675,BASE,art_painting,2,art_painting/giraffe/00675.jpg
0,678,BASE,art_painting,2,art_painting/giraffe/00678.jpg
0,687,BASE,art_painting,2,art_painting/giraffe/00687.jpg
0,689,BASE,art_painting,2,art_painting/giraffe/00689.jpg
0,690,BASE,art_painting,2,art_painting/giraffe/00690.jpg
0,691,BASE,art_painting,2,art_painting/giraffe/00691.jpg
0,692,BASE,art_painting,2,art_painting/giraffe/00692.jpg
0,693,BASE,art_painting,2,art_painting/giraffe/00693.jpg
0,694,BASE,art_painting,2,art_painting/giraffe/00694.jpg
0,695,BASE,art_painting,2,art_painting/giraffe/00695.jpg
0,697,BASE,art_painting,2,art_painting/giraffe/00697.jpg
0,700,BASE,art_painting,2,art_painting/giraffe/00700.jpg
0,701,BASE,art_painting,2,art_painting/giraffe/00701.jpg
0,703,BASE,art_painting,2,art_painting/giraffe/00703.jpg
0,704,BASE,art_painting,2,art_painting/giraffe/00704.jpg
0,711,BASE,art_painting,2,art_painting/giraffe/00711.jpg
0,712,BASE,art_painting,2,art_painting/giraffe/00712.jpg
0,714,BASE,art_painting,2,art_painting/giraffe/00714.jpg
0,715,BASE,art_painting,2,art_painting/giraffe/00715.jpg
0,716,BASE,art_painting,2,art_painting/giraffe/00716.jpg
0,717,BASE,art_painting,2,art_painting/giraffe/00717.jpg
0,720,BASE,art_painting,2,art_painting/giraffe/00720.jpg
0,725,BASE,art_painting,2,art_painting/giraffe/00725.jpg
0,727,BASE,art_painting,2,art_painting/giraffe/00727.jpg
0,728,BASE,art_painting,2,art_painting/giraffe/00728.jpg
0,729,BASE,art_painting,2,art_painting/giraffe/00729.jpg
0,730,BASE,art_painting,2,art_painting/giraffe/00730.jpg
0,731,BASE,art_painting,2,art_painting/giraffe/00731.jpg
0,732,BASE,art_painting,2,art_painting/giraffe/00732.jpg
0,735,BASE,art_painting,2,art_painting/giraffe/00735.jpg
0,737,BASE,art_painting,2,art_painting/giraffe/00737.jpg
0,740,BASE,art_painting,2,art_painting/giraffe/00740.jpg
0,741,BASE,art_painting,2,art_painting/giraffe/00741.jpg
0,745,BASE,art_painting,2,art_painting/giraffe/00745.jpg
0,746,BASE,art_painting,2,art_painting/giraffe/00746.jpg
0,747,BASE,art_painting,2,art_painting/giraffe/00747.jpg
0,755,BASE,art_painting,2,art_painting/giraffe/00755.jpg
0,763,BASE,art_painting,2,art_painting/giraffe/00763.jpg
0,764,BASE,art_painting,2,art_painting/giraffe/00764.jpg
0,766,BASE,art_painting,2,art_painting/giraffe/00766.jpg
0,770,BASE,art_painting,2,art_painting/giraffe/00770.jpg
0,771,BASE,art_painting,2,art_painting/giraffe/00771.jpg
0,773,BASE,art_painting,2,art_painting/giraffe/00773.jpg
0,775,BASE,art_painting,2,art_painting/giraffe/00775.jpg
0,776,BASE,art_painting,2,art_painting/giraffe/00776.jpg
0,777,BASE,art_painting,2,art_painting/giraffe/00777.jpg
0,778,BASE,art_painting,2,art_painting/giraffe/00778.jpg
0,779,BASE,art_painting,2,art_painting/giraffe/00779.jpg
0,782,BASE,art_painting,2,art_painting/giraffe/00782.jpg
0,783,BASE,art_painting,2,art_painting/giraffe/00783.jpg
0,784,BASE,art_painting,2,art_painting/giraffe/00784.jpg
0,789,BASE,art_painting,2,art_painting/giraffe/00789.jpg
0,792,BASE,art_painting,2,art_painting/giraffe/00792.jpg
0,793,BASE,art_painting,2,art_painting/giraffe/00793.jpg
0,795,BASE,art_painting,2,art_painting/giraffe/00795.jpg
0,797,BASE,art_painting,2,art_painting/giraffe/00797.jpg
0,798,BASE,art_painting,2,art_painting/giraffe/00798.jpg
0,803,BASE,art_painting,2,art_painting/giraffe/00803.jpg
0,804,BASE,art_painting,2,art_painting/giraffe/00804.jpg
0,807,BASE,art_painting,2,art_painting/giraffe/00807.jpg
0,809,BASE,art_painting,2,art_painting/giraffe/00809.jpg
0,811,BASE,art_painting,2,art_painting/giraffe/00811.jpg
0,815,BASE,art_painting,2,art_painting/giraffe/00815.jpg
0,818,BASE,art_painting,2,art_painting/giraffe/00818.jpg
0,821,BASE,art_painting,2,art_painting/giraffe/00821.jpg
0,822,BASE,art_painting,2,art_painting/giraffe/00822.jpg
0,824,BASE,art_painting,2,art_painting/giraffe/00824.jpg
0,825,BASE,art_painting,2,art_painting/giraffe/00825.jpg
0,826,BASE,art_painting,2,art_painting/giraffe/00826.jpg
0,827,BASE,art_painting,2,art_painting/giraffe/00827.jpg
0,830,BASE,art_painting,2,art_painting/giraffe/00830.jpg
0,831,BASE,art_painting,2,art_painting/giraffe/00831.jpg
0,832,BASE,art_painting,2,art_painting/giraffe/00832.jpg
0,833,BASE,art_painting,2,art_painting/giraffe/00833.jpg
0,834,BASE,art_painting,2,art_painting/giraffe/00834.jpg
0,837,BASE,art_painting,2,art_painting/giraffe/00837.jpg
0,838,BASE,art_painting,2,art_painting/giraffe/00838.jpg
0,839,BASE,art_painting,2,art_painting/giraffe/00839.jpg
0,840,BASE,art_painting,2,art_painting/giraffe/00840.jpg
0,841,BASE,art_painting,2,art_painting/giraffe/00841.jpg
0,843,BASE,art_painting,2,art_painting/giraffe/00843.jpg
0,845,BASE,art_painting,2,art_painting/giraffe/00845.jpg
0,846,BASE,art_painting,2,art_painting/giraffe/00846.jpg
0,849,BASE,art_painting,2,art_painting/giraffe/00849.jpg
0,853,BASE,art_painting,2,art_painting/giraffe/00853.jpg
0,855,BASE,art_painting,2,art_painting/giraffe/00855.jpg
0,857,BASE,art_painting,2,art_painting/giraffe/00857.jpg
0,858,BASE,art_painting,2,art_painting/giraffe/00858.jpg
0,859,BASE,art_painting,2,art_painting/giraffe/00859.jpg
0,860,BASE,art_painting,2,art_painting/giraffe/00860.jpg
0,863,BASE,art_painting,2,art_painting/giraffe/00863.jpg
0,864,BASE,art_painting,2,art_painting/giraffe/00864.jpg
0,865,BASE,art_painting,2,art_painting/giraffe/00865.jpg
0,866,BASE,art_painting,2,art_painting/giraffe/00866.jpg
0,870,BASE,art_painting,2,art_painting/giraffe/00870.jpg
0,877,BASE,art_painting,2,art_painting/giraffe/00877.jpg
0,878,BASE,art_painting,2,art_painting/giraffe/00878.jpg
0,881,BASE,art_painting,2,art_painting/giraffe/00881.jpg
0,882,BASE,art_painting,2,art_painting/giraffe/00882.jpg
0,885,BASE,art_painting,2,art_painting/giraffe/00885.jpg
0,886,BASE,art_painting,2,art_painting/giraffe/00886.jpg
0,888,BASE,art_painting,2,art_painting/giraffe/00888.jpg
0,889,BASE,art_painting,2,art_painting/giraffe/00889.jpg
0,890,BASE,art_painting,2,art_painting/giraffe/00890.jpg
0,891,BASE,art_painting,2,art_painting/giraffe/00891.jpg
0,892,BASE,art_painting,2,art_painting/giraffe/00892.jpg
0,893,BASE,art_painting,2,art_painting/giraffe/00893.jpg
0,899,BASE,art_painting,2,art_painting/giraffe/00899.jpg
0,903,BASE,art_painting,2,art_painting/giraffe/00903.jpg
0,904,BASE,art_painting,2,art_painting/giraffe/00904.jpg
