seed,split,sample_index
0,train,597
0,train,599
0,train,600
0,train,601
0,train,602
0,train,612
0,train,613
0,train,615
0,train,617
0,train,618
0,train,620
0,train,621
0,train,622
0,train,623
0,train,624
0,train,625
0,train,626
0,train,628
0,train,629
0,train,632
0,train,634
0,train,638
0,train,640
0,train,645
0,train,647
0,train,654
0,train,655
0,train,656
0,train,658
0,train,659
0,train,660
0,train,661
0,train,662
0,train,669
0,train,670
0,train,672
0,train,673
0,train,674
0,train,679
0,train,680
0,train,681
0,train,683
0,train,684
0,train,685
0,train,686
0,train,688
0,train,692
0,train,695
0,train,699
0,train,707
0,train,711
0,train,713
0,train,714
0,train,715
0,train,717
0,train,724
0,train,726
0,train,733
0,train,735
0,train,736
0,train,740
0,train,745
0,train,746
0,train,748
0,train,751
0,train,753
0,train,754
0,train,755
0,train,762
0,train,763
0,train,764
0,train,777
0,train,779
0,train,780
0,train,791
0,train,793
0,train,796
0,train,801
0,train,803
0,train,804
0,train,807
0,train,823
0,train,824
0,train,826
0,train,827
0,train,828
0,train,832
0,train,833
0,train,836
0,train,838
0,train,839
0,train,844
0,train,848
0,train,849
0,train,851
0,train,858
0,train,861
0,train,868
0,train,871
0,train,877
0,train,879
0,train,881
0,train,882
0,train,883
0,train,886
0,train,889
0,train,891
0,train,892
0,train,895
0,train,897
0,train,910
0,train,912
0,train,913
0,train,914
0,train,916
0,train,920
0,train,921
0,train,922
0,train,927
0,train,932
0,train,933
0,train,941
0,train,942
0,train,947
0,train,948
0,train,950
0,train,952
0,train,954
0,train,955
0,train,956
0,train,957
0,train,958
0,train,959
0,train,965
0,train,966
0,train,969
0,train,971
0,train,975
0,train,976
0,train,981
0,train,983
0,train,984
0,train,991
0,train,993
0,train,994
0,train,998
0,train,1001
0,train,1004
0,train,1011
0,train,1017
0,train,1020
0,train,1026
0,train,1028
0,train,1029
0,train,1032
0,train,1033
0,train,1040
0,train,1043
0,train,1046
0,train,1048
0,train,1050
0,train,1055
0,train,1062
0,train,1064
0,train,1066
0,train,1067
0,train,1068
0,train,1069
0,train,1070
0,train,1071
0,train,1072
0,train,1074
0,train,1075
0,train,1077
0,train,1078
0,train,1080
0,train,1083
0,train,1084
0,train,1085
0,train,1089
0,train,1091
0,train,1093
0,train,1094
0,train,1097
0,train,1099
0,train,1100
0,train,1102
0,train,1105
0,train,1110
0,train,1111
0,train,1113
0,train,1115
0,train,1117
0,train,1119
0,train,1120
0,train,1124
0,train,1126
0,train,1127
0,train,1128
0,train,1130
0,train,1131
0,train,1133
0,train,1134
0,train,1143
0,train,1144
0,train,1146
0,train,1153
0,train,1154
0,train,1156
0,train,1158
0,train,1160
0,train,1163
0,train,1165
0,train,1171
0,train,1178
0,train,1179
0,train,1181
0,train,1186
0,train,1193
0,train,1195
0,train,1197
0,train,1209
0,train,1210
0,train,1212
0,train,1215
0,train,1222
0,train,1225
0,train,1227
0,train,1229
0,train,1231
0,train,1234
0,train,1236
0,train,1241
0,train,1243
0,train,1244
0,train,1245
0,train,1247
0,train,1248
0,train,1249
0,train,1252
0,train,1256
0,train,1257
0,train,1259
0,train,1260
0,train,1263
0,train,1265
0,train,1266
0,train,1272
0,train,1275
0,train,1276
0,train,1280
0,train,1281
0,train,1283
0,train,1284
0,train,1290
0,train,1291
0,train,1300
0,train,1301
0,train,1303
0,train,1304
0,train,1305
0,train,1306
0,train,1307
0,train,1309
0,train,1311
0,train,1316
0,train,1317
0,train,1318
0,train,1324
0,train,1326
0,train,1334
0,train,1337
0,train,1339
0,train,1343
0,train,1346
0,train,1349
0,train,1355
0,train,1357
0,train,1358
0,train,1359
0,train,1360
0,train,1362
0,train,1363
0,train,1365
0,train,1366
0,train,1373
0,train,1378
0,train,1380
0,train,1382
0,train,1384
0,train,1387
0,train,1390
0,train,1393
0,train,1396
0,train,1399
0,train,1402
0,train,1408
0,train,1409
0,train,1412
0,train,1413
0,train,1414
0,train,1416
0,train,1417
0,train,1418
0,train,1419
0,train,1421
0,train,1423
0,train,1427
0,train,1430
0,train,1431
0,train,1441
0,train,1443
0,train,1445
0,train,1446
0,train,1447
0,train,1452
0,train,1454
0,train,1460
0,train,1461
0,train,1463
0,train,1464
0,train,1465
0,train,1468
0,train,1475
0,train,1479
0,train,1480
0,train,1481
0,train,1485
0,train,1486
0,train,1489
0,train,1491
0,train,1492
0,train,1493
0,train,1494
0,train,1498
0,train,1499
0,train,1501
0,train,1502
0,train,1504
0,train,1506
0,train,1507
0,train,1510
0,train,1514
0,train,1519
0,train,1522
0,train,1525
0,train,1526
0,train,1527
0,train,1531
0,train,1535
0,train,1538
0,train,1541
0,train,1544
0,train,1547
0,train,1548
0,train,1549
0,train,1550
0,train,1552
0,train,1553
0,train,1556
0,train,1559
0,train,1564
0,train,1565
0,train,1569
0,train,1571
0,train,1573
0,train,1575
0,train,1580
0,train,1581
0,train,1583
0,train,1588
0,train,1589
0,train,1592
0,train,1593
0,train,1594
0,train,1595
0,train,1597
0,train,1604
0,train,1607
0,train,1609
0,train,1615
0,train,1616
0,train,1620
0,train,1621
0,train,1622
0,train,1623
0,train,1624
0,train,1625
0,train,1627
0,train,1630
0,train,1633
0,train,1636
0,train,1639
0,train,1642
0,train,1643
0,train,1644
0,train,1649
0,train,1651
0,train,1652
0,train,1654
0,train,1658
0,train,1659
0,train,1661
0,train,1663
0,train,1667
0,train,1672
0,train,1676
0,train,1678
0,train,1679
0,train,1681
0,train,1682
0,train,1683
0,train,1684
0,train,1686
0,train,1690
0,train,1694
0,train,1695
0,train,1699
0,train,1701
0,train,1702
0,train,1703
0,train,1708
0,train,1710
0,train,1711
0,train,1713
0,train,1718
0,train,1719
0,train,1720
0,train,1724
0,train,1727
0,train,1729
0,train,1731
0,train,1732
0,train,1737
0,train,1740
0,train,1743
0,train,1744
0,train,1746
0,train,1749
0,train,1751
0,train,1753
0,train,1757
0,train,1759
0,train,1762
0,train,1764
0,train,1768
0,train,1774
0,train,1777
0,train,1782
0,train,1783
0,train,1784
0,train,1785
0,train,1786
0,train,1790
0,train,1792
0,train,1795
0,train,1796
0,transfer,1
0,transfer,4
0,transfer,8
0,transfer,17
0,transfer,27
0,transfer,30
0,transfer,39
0,transfer,40
0,transfer,41
0,transfer,45
0,transfer,46
0,transfer,49
0,transfer,50
0,transfer,51
0,transfer,52
0,transfer,57
0,transfer,63
0,transfer,68
0,transfer,75
0,transfer,86
0,transfer,88
0,transfer,90
0,transfer,95
0,transfer,100
0,transfer,102
0,transfer,105
0,transfer,106
0,transfer,107
0,transfer,123
0,transfer,126
0,transfer,129
0,transfer,130
0,transfer,138
0,transfer,140
0,transfer,147
0,transfer,149
0,transfer,162
0,transfer,164
0,transfer,170
0,transfer,185
0,transfer,186
0,transfer,189
0,transfer,190
0,transfer,191
0,transfer,202
0,transfer,204
0,transfer,205
0,transfer,209
0,transfer,215
0,transfer,218
0,transfer,227
0,transfer,231
0,transfer,239
0,transfer,240
0,transfer,246
0,transfer,247
0,transfer,258
0,transfer,263
0,transfer,275
0,transfer,277
0,transfer,280
0,transfer,282
0,transfer,284
0,transfer,286
0,transfer,290
0,transfer,298
0,transfer,299
0,transfer,305
0,transfer,307
0,transfer,310
0,transfer,312
0,transfer,318
0,transfer,320
0,transfer,321
0,transfer,323
0,transfer,328
0,transfer,334
0,transfer,339
0,transfer,360
0,transfer,361
0,transfer,362
0,transfer,367
0,transfer,377
0,transfer,381
0,transfer,386
0,transfer,387
0,transfer,388
0,transfer,389
0,transfer,403
0,transfer,410
0,transfer,436
0,transfer,438
0,transfer,440
0,transfer,442
0,transfer,446
0,transfer,472
0,transfer,474
0,transfer,476
0,transfer,478
0,transfer,482
0,transfer,490
0,transfer,500
0,transfer,506
0,transfer,513
0,transfer,514
0,transfer,521
0,transfer,522
0,transfer,538
0,transfer,539
0,transfer,551
0,transfer,556
0,transfer,560
0,transfer,564
0,transfer,576
0,transfer,581
0,transfer,593
0,transfer,605
0,transfer,606
0,transfer,608
0,transfer,614
0,transfer,619
0,transfer,627
0,transfer,633
0,transfer,635
0,transfer,641
0,transfer,642
0,transfer,644
0,transfer,649
0,transfer,650
0,transfer,651
0,transfer,657
0,transfer,675
0,transfer,677
0,transfer,690
0,transfer,693
0,transfer,694
0,transfer,698
0,transfer,702
0,transfer,708
0,transfer,710
0,transfer,712
0,transfer,718
0,transfer,720
0,transfer,721
0,transfer,728
0,transfer,749
0,transfer,760
0,transfer,765
0,transfer,766
0,transfer,767
0,transfer,768
0,transfer,771
0,transfer,772
0,transfer,778
0,transfer,781
0,transfer,782
0,transfer,792
0,transfer,820
0,transfer,829
0,transfer,845
0,transfer,846
0,transfer,850
0,transfer,854
0,transfer,855
0,transfer,867
0,transfer,870
0,transfer,872
0,transfer,873
0,transfer,885
0,transfer,887
0,transfer,890
0,transfer,894
0,transfer,896
0,transfer,898
0,transfer,901
0,transfer,902
0,transfer,906
0,transfer,907
0,transfer,911
0,transfer,915
0,transfer,924
0,transfer,930
0,transfer,931
0,transfer,938
0,transfer,946
0,transfer,951
0,transfer,963
0,transfer,964
0,transfer,968
0,transfer,974
0,transfer,978
0,transfer,980
0,transfer,987
0,transfer,988
0,transfer,990
0,transfer,1005
0,transfer,1006
0,transfer,1009
0,transfer,1014
0,transfer,1018
0,transfer,1019
0,transfer,1023
0,transfer,1025
0,transfer,1034
0,transfer,1036
0,transfer,1041
0,transfer,1051
0,transfer,1052
0,transfer,1054
0,transfer,1060
0,transfer,1073
0,transfer,1081
0,transfer,1090
0,transfer,1092
0,transfer,1096
0,transfer,1104
0,transfer,1106
0,transfer,1112
0,transfer,1116
0,transfer,1118
0,transfer,1121
0,transfer,1123
0,transfer,1125
0,transfer,1136
0,transfer,1137
0,transfer,1138
0,transfer,1139
0,transfer,1141
0,transfer,1147
0,transfer,1149
0,transfer,1162
0,transfer,1164
0,transfer,1166
0,transfer,1169
0,transfer,1175
0,transfer,1180
0,transfer,1183
0,transfer,1185
0,transfer,1189
0,transfer,1192
0,transfer,1194
0,transfer,1202
0,transfer,1216
0,transfer,1221
0,transfer,1224
0,transfer,1235
0,transfer,1237
0,transfer,1238
0,transfer,1239
0,transfer,1240
0,transfer,1242
0,transfer,1254
0,transfer,1262
0,transfer,1264
0,transfer,1269
0,transfer,1271
0,transfer,1273
0,transfer,1277
0,transfer,1278
0,transfer,1282
0,transfer,1285
0,transfer,1295
0,transfer,1299
0,transfer,1308
0,transfer,1315
0,transfer,1321
0,transfer,1323
0,transfer,1327
0,transfer,1328
0,transfer,1332
0,transfer,1340
0,transfer,1347
0,transfer,1348
0,transfer,1350
0,transfer,1353
0,transfer,1354
0,transfer,1364
0,transfer,1369
0,transfer,1372
0,transfer,1374
0,transfer,1386
0,transfer,1388
0,transfer,1394
0,transfer,1397
0,transfer,1400
0,transfer,1403
0,transfer,1410
0,transfer,1420
0,transfer,1422
0,transfer,1424
0,transfer,1426
0,transfer,1436
0,transfer,1437
0,transfer,1440
0,transfer,1442
0,transfer,1444
0,transfer,1462
0,transfer,1466
0,transfer,1467
0,transfer,1472
0,transfer,1478
0,transfer,1487
0,transfer,1495
0,transfer,1515
0,transfer,1518
0,transfer,1520
0,transfer,1529
0,transfer,1530
0,transfer,1554
0,transfer,1555
0,transfer,1561
0,transfer,1562
0,transfer,1566
0,transfer,1567
0,transfer,1568
0,transfer,1579
0,transfer,1584
0,transfer,1585
0,transfer,1596
0,transfer,1600
0,transfer,1606
0,transfer,1608
0,transfer,1611
0,transfer,1617
0,transfer,1619
0,transfer,1637
0,transfer,1648
0,transfer,1650
0,transfer,1653
0,transfer,1665
0,transfer,1666
0,transfer,1669
0,transfer,1671
0,transfer,1673
0,transfer,1674
0,transfer,1677
0,transfer,1687
0,transfer,1704
0,transfer,1706
0,transfer,1707
0,transfer,1709
0,transfer,1715
0,transfer,1716
0,transfer,1717
0,transfer,1721
0,transfer,1725
0,transfer,1733
0,transfer,1734
0,transfer,1738
0,transfer,1741
0,transfer,1748
0,transfer,1750
0,transfer,1766
0,transfer,1767
0,transfer,1772
0,transfer,1778
0,transfer,1779
0,transfer,1787
0,transfer,1788
0,validation,2
0,validation,6
0,validation,10
0,validation,11
0,validation,21
0,validation,24
0,validation,28
0,validation,32
0,validation,37
0,validation,54
0,validation,56
0,validation,58
0,validation,59
0,validation,67
0,validation,74
0,validation,77
0,validation,81
0,validation,84
0,validation,85
0,validation,99
0,validation,103
0,validation,113
0,validation,121
0,validation,128
0,validation,134
0,validation,150
0,validation,157
0,validation,159
0,validation,166
0,validation,177
0,validation,188
0,validation,212
0,validation,214
0,validation,225
0,validation,235
0,validation,236
0,validation,245
0,validation,254
0,validation,265
0,validation,274
0,validation,276
0,validation,279
0,validation,281
0,validation,288
0,validation,293
0,validation,300
0,validation,309
0,validation,324
0,validation,329
0,validation,331
0,validation,335
0,validation,340
0,validation,341
0,validation,342
0,validation,344
0,validation,345
0,validation,346
0,validation,354
0,validation,356
0,validation,358
0,validation,366
0,validation,369
0,validation,372
0,validation,376
0,validation,379
0,validation,380
0,validation,383
0,validation,393
0,validation,398
0,validation,406
0,validation,412
0,validation,416
0,validation,420
0,validation,422
0,validation,425
0,validation,426
0,validation,430
0,validation,441
0,validation,448
0,validation,449
0,validation,454
0,validation,458
0,validation,459
0,validation,467
0,validation,479
0,validation,481
0,validation,487
0,validation,493
0,validation,494
0,validation,496
0,validation,499
0,validation,505
0,validation,516
0,validation,519
0,validation,524
0,validation,530
0,validation,531
0,validation,535
0,validation,545
0,validation,562
0,validation,565
0,validation,567
0,validation,573
0,validation,575
0,validation,582
0,validation,583
0,validation,590
0,validation,598
0,validation,603
0,validation,609
0,validation,610
0,validation,616
0,validation,630
0,validation,639
0,validation,643
0,validation,646
0,validation,667
0,validation,671
0,validation,676
0,validation,678
0,validation,689
0,validation,691
0,validation,696
0,validation,700
0,validation,703
0,validation,705
0,validation,716
0,validation,722
0,validation,727
0,validation,730
0,validation,732
0,validation,737
0,validation,739
0,validation,741
0,validation,742
0,validation,743
0,validation,744
0,validation,750
0,validation,752
0,validation,756
0,validation,757
0,validation,759
0,validation,769
0,validation,770
0,validation,783
0,validation,785
0,validation,788
0,validation,794
0,validation,795
0,validation,797
0,validation,798
0,validation,808
0,validation,809
0,validation,810
0,validation,813
0,validation,814
0,validation,821
0,validation,830
0,validation,831
0,validation,835
0,validation,840
0,validation,841
0,validation,843
0,validation,856
0,validation,857
0,validation,863
0,validation,865
0,validation,875
0,validation,878
0,validation,884
0,validation,899
0,validation,900
0,validation,919
0,validation,926
0,validation,928
0,validation,939
0,validation,943
0,validation,949
0,validation,973
0,validation,977
0,validation,979
0,validation,982
0,validation,985
0,validation,986
0,validation,995
0,validation,996
0,validation,997
0,validation,999
0,validation,1002
0,validation,1003
0,validation,1007
0,validation,1013
0,validation,1015
0,validation,1022
0,validation,1024
0,validation,1030
0,validation,1031
0,validation,1037
0,validation,1038
0,validation,1042
0,validation,1045
0,validation,1049
0,validation,1053
0,validation,1057
0,validation,1058
0,validation,1059
0,validation,1063
0,validation,1076
0,validation,1082
0,validation,1086
0,validation,1088
0,validation,1098
0,validation,1103
0,validation,1107
0,validation,1108
0,validation,1109
0,validation,1129
0,validation,1140
0,validation,1148
0,validation,1151
0,validation,1152
0,validation,1155
0,validation,1157
0,validation,1167
0,validation,1168
0,validation,1172
0,validation,1174
0,validation,1176
0,validation,1182
0,validation,1184
0,validation,1188
0,validation,1196
0,validation,1198
0,validation,1199
0,validation,1200
0,validation,1206
0,validation,1219
0,validation,1223
0,validation,1228
0,validation,1232
0,validation,1233
0,validation,1246
0,validation,1251
0,validation,1253
0,validation,1255
0,validation,1258
0,validation,1267
0,validation,1279
0,validation,1286
0,validation,1288
0,validation,1292
0,validation,1294
0,validation,1298
0,validation,1302
0,validation,1310
0,validation,1313
0,validation,1314
0,validation,1319
0,validation,1329
0,validation,1333
0,validation,1336
0,validation,1338
0,validation,1351
0,validation,1352
0,validation,1356
0,validation,1367
0,validation,1370
0,validation,1371
0,validation,1375
0,validation,1376
0,validation,1377
0,validation,1379
0,validation,1395
0,validation,1398
0,validation,1401
0,validation,1411
0,validation,1415
0,validation,1425
0,validation,1428
0,validation,1435
0,validation,1449
0,validation,1451
0,validation,1455
0,validation,1459
0,validation,1469
0,validation,1482
0,validation,1483
0,validation,1488
0,validation,1490
0,validation,1496
0,validation,1503
0,validation,1508
0,validation,1509
0,validation,1512
0,validation,1513
0,validation,1516
0,validation,1517
0,validation,1521
0,validation,1523
0,validation,1524
0,validation,1528
0,validation,1534
0,validation,1536
0,validation,1540
0,validation,1542
0,validation,1543
0,validation,1546
0,validation,1551
0,validation,1557
0,validation,1560
0,validation,1570
0,validation,1572
0,validation,1574
0,validation,1576
0,validation,1577
0,validation,1578
0,validation,1586
0,validation,1590
0,validation,1591
0,validation,1598
0,validation,1605
0,validation,1612
0,validation,1614
0,validation,1618
0,validation,1628
0,validation,1640
0,validation,1646
0,validation,1656
0,validation,1662
0,validation,1691
0,validation,1692
0,validation,1693
0,validation,1697
0,validation,1698
0,validation,1705
0,validation,1712
0,validation,1714
0,validation,1722
0,validation,1723
0,validation,1726
0,validation,1728
0,validation,1735
0,validation,1736
0,validation,1742
0,validation,1747
0,validation,1754
0,validation,1756
0,validation,1758
0,validation,1763
0,validation,1765
0,validation,1769
0,validation,1770
0,validation,1771
0,validation,1773
0,validation,1775
0,validation,1776
0,validation,1781
0,validation,1789
0,validation,1793
0,validation,1794
0,test,0
0,test,12
0,test,15
0,test,25
0,test,34
0,test,35
0,test,42
0,test,64
0,test,71
0,test,73
0,test,78
0,test,79
0,test,82
0,test,87
0,test,96
0,test,97
0,test,101
0,test,110
0,test,116
0,test,117
0,test,119
0,test,124
0,test,125
0,test,131
0,test,132
0,test,148
0,test,155
0,test,158
0,test,165
0,test,168
0,test,171
0,test,173
0,test,184
0,test,194
0,test,197
0,test,198
0,test,199
0,test,211
0,test,213
0,test,216
0,test,220
0,test,226
0,test,243
0,test,248
0,test,251
0,test,252
0,test,253
0,test,255
0,test,264
0,test,267
0,test,278
0,test,283
0,test,294
0,test,301
0,test,303
0,test,304
0,test,306
0,test,308
0,test,314
0,test,319
0,test,326
0,test,336
0,test,347
0,test,349
0,test,351
0,test,353
0,test,364
0,test,373
0,test,374
0,test,375
0,test,382
0,test,384
0,test,397
0,test,405
0,test,407
0,test,413
0,test,414
0,test,417
0,test,423
0,test,432
0,test,433
0,test,437
0,test,439
0,test,452
0,test,463
0,test,464
0,test,465
0,test,466
0,test,469
0,test,475
0,test,484
0,test,489
0,test,491
0,test,492
0,test,497
0,test,502
0,test,504
0,test,509
0,test,511
0,test,515
0,test,520
0,test,526
0,test,527
0,test,528
0,test,540
0,test,548
0,test,553
0,test,555
0,test,557
0,test,568
0,test,569
0,test,584
0,test,587
0,test,604
0,test,607
0,test,611
0,test,631
0,test,636
0,test,637
0,test,648
0,test,652
0,test,653
0,test,663
0,test,664
0,test,665
0,test,666
0,test,668
0,test,682
0,test,687
0,test,697
0,test,701
0,test,704
0,test,706
0,test,709
0,test,719
0,test,723
0,test,725
0,test,729
0,test,731
0,test,734
0,test,738
0,test,747
0,test,758
0,test,761
0,test,773
0,test,774
0,test,775
0,test,776
0,test,784
0,test,786
0,test,787
0,test,789
0,test,790
0,test,799
0,test,800
0,test,802
0,test,805
0,test,806
0,test,811
0,test,812
0,test,815
0,test,816
0,test,817
0,test,818
0,test,819
0,test,822
0,test,825
0,test,834
0,test,837
0,test,842
0,test,847
0,test,852
0,test,853
0,test,859
0,test,860
0,test,862
0,test,864
0,test,866
0,test,869
0,test,874
0,test,876
0,test,880
0,test,888
0,test,893
0,test,903
0,test,904
0,test,905
0,test,908
0,test,909
0,test,917
0,test,918
0,test,923
0,test,925
0,test,929
0,test,934
0,test,935
0,test,936
0,test,937
0,test,940
0,test,944
0,test,945
0,test,953
0,test,960
0,test,961
0,test,962
0,test,967
0,test,970
0,test,972
0,test,989
0,test,992
0,test,1000
0,test,1008
0,test,1010
0,test,1012
0,test,1016
0,test,1021
0,test,1027
0,test,1035
0,test,1039
0,test,1044
0,test,1047
0,test,1056
0,test,1061
0,test,1065
0,test,1079
0,test,1087
0,test,1095
0,test,1101
0,test,1114
0,test,1122
0,test,1132
0,test,1135
0,test,1142
0,test,1145
0,test,1150
0,test,1159
0,test,1161
0,test,1170
0,test,1173
0,test,1177
0,test,1187
0,test,1190
0,test,1191
0,test,1201
0,test,1203
0,test,1204
0,test,1205
0,test,1207
0,test,1208
0,test,1211
0,test,1213
0,test,1214
0,test,1217
0,test,1218
0,test,1220
0,test,1226
0,test,1230
0,test,1250
0,test,1261
0,test,1268
0,test,1270
0,test,1274
0,test,1287
0,test,1289
0,test,1293
0,test,1296
0,test,1297
0,test,1312
0,test,1320
0,test,1322
0,test,1325
0,test,1330
0,test,1331
0,test,1335
0,test,1341
0,test,1342
0,test,1344
0,test,1345
0,test,1361
0,test,1368
0,test,1381
0,test,1383
0,test,1385
0,test,1389
0,test,1391
0,test,1392
0,test,1404
0,test,1405
0,test,1406
0,test,1407
0,test,1429
0,test,1432
0,test,1433
0,test,1434
0,test,1438
0,test,1439
0,test,1448
0,test,1450
0,test,1453
0,test,1456
0,test,1457
0,test,1458
0,test,1470
0,test,1471
0,test,1473
0,test,1474
0,test,1476
0,test,1477
0,test,1484
0,test,1497
0,test,1500
0,test,1505
0,test,1511
0,test,1532
0,test,1533
0,test,1537
0,test,1539
0,test,1545
0,test,1558
0,test,1563
0,test,1582
0,test,1587
0,test,1599
0,test,1601
0,test,1602
0,test,1603
0,test,1610
0,test,1613
0,test,1626
0,test,1629
0,test,1631
0,test,1632
0,test,1634
0,test,1635
0,test,1638
0,test,1641
0,test,1645
0,test,1647
0,test,1655
0,test,1657
0,test,1660
0,test,1664
0,test,1668
0,test,1670
0,test,1675
0,test,1680
0,test,1685
0,test,1688
0,test,1689
0,test,1696
0,test,1700
0,test,1730
0,test,1739
0,test,1745
0,test,1752
0,test,1755
0,test,1760
0,test,1761
0,test,1780
0,test,1791
1,train,2
1,train,4
1,train,5
1,train,11
1,train,12
1,train,15
1,train,16
1,train,19
1,train,21
1,train,23
1,train,24
1,train,25
1,train,29
1,train,32
1,train,36
1,train,38
1,train,40
1,train,41
1,train,43
1,train,45
1,train,47
1,train,48
1,train,58
1,train,61
1,train,62
1,train,65
1,train,68
1,train,69
1,train,70
1,train,73
1,train,80
1,train,83
1,train,84
1,train,86
1,train,87
1,train,89
1,train,91
1,train,96
1,train,99
1,train,100
1,train,101
1,train,103
1,train,104
1,train,107
1,train,112
1,train,114
1,train,117
1,train,118
1,train,121
1,train,122
1,train,126
1,train,127
1,train,128
1,train,129
1,train,130
1,train,131
1,train,132
1,train,134
1,train,135
1,train,137
1,train,138
1,train,140
1,train,146
1,train,152
1,train,159
1,train,160
1,train,161
1,train,164
1,train,166
1,train,168
1,train,175
1,train,178
1,train,179
1,train,186
1,train,191
1,train,192
1,train,193
1,train,194
1,train,197
1,train,205
1,train,206
1,train,207
1,train,214
1,train,216
1,train,219
1,train,222
1,train,226
1,train,233
1,train,237
1,train,239
1,train,243
1,train,245
1,train,246
1,train,248
1,train,250
1,train,251
1,train,257
1,train,261
1,train,262
1,train,263
1,train,264
1,train,267
1,train,271
1,train,272
1,train,273
1,train,276
1,train,280
1,train,283
1,train,286
1,train,287
1,train,290
1,train,293
1,train,295
1,train,297
1,train,298
1,train,300
1,train,302
1,train,304
1,train,309
1,train,310
1,train,311
1,train,320
1,train,321
1,train,323
1,train,325
1,train,327
1,train,333
1,train,334
1,train,335
1,train,345
1,train,348
1,train,349
1,train,350
1,train,354
1,train,355
1,train,360
1,train,362
1,train,366
1,train,367
1,train,372
1,train,374
1,train,379
1,train,386
1,train,388
1,train,391
1,train,392
1,train,396
1,train,399
1,train,401
1,train,402
1,train,405
1,train,408
1,train,409
1,train,411
1,train,413
1,train,416
1,train,424
1,train,429
1,train,432
1,train,433
1,train,434
1,train,435
1,train,437
1,train,438
1,train,439
1,train,440
1,train,443
1,train,445
1,train,448
1,train,449
1,train,451
1,train,452
1,train,457
1,train,458
1,train,459
1,train,460
1,train,463
1,train,464
1,train,472
1,train,479
1,train,480
1,train,481
1,train,482
1,train,483
1,train,488
1,train,490
1,train,491
1,train,494
1,train,495
1,train,497
1,train,499
1,train,500
1,train,502
1,train,505
1,train,512
1,train,517
1,train,519
1,train,526
1,train,528
1,train,532
1,train,536
1,train,538
1,train,539
1,train,541
1,train,542
1,train,543
1,train,544
1,train,547
1,train,549
1,train,551
1,train,552
1,train,556
1,train,557
1,train,559
1,train,561
1,train,565
1,train,566
1,train,569
1,train,571
1,train,572
