sample_id,domain,label,class_name,source_path,relative_path,sha256,width,height,format,duplicate_content
13,art_painting,0,dog,pic_014.jpg,art_painting/dog/00013.jpg,64643e3bece8677311a729aeb80f70eac6d0a801138e0386913e288e5ebdcfe6,227,227,jpeg,False
14,art_painting,0,dog,pic_015.jpg,art_painting/dog/00014.jpg,44b28ac413541d9f30ee926618a4a7ff2161211c62059d4c005b52b5a8e9509b,227,227,jpeg,False
15,art_painting,0,dog,pic_016.jpg,art_painting/dog/00015.jpg,9d2a69ce83387638bd1e6036e99da00a96057a82cf9ef975f5edc95480c19ddc,227,227,jpeg,False
16,art_painting,0,dog,pic_017.jpg,art_painting/dog/00016.jpg,68464ebb40cce138eacd7cb3e45710f5a69eb491b8dc406e4908bf0eb1191e75,227,227,jpeg,False
17,art_painting,0,dog,pic_018.jpg,art_painting/dog/00017.jpg,c2c6b92b7a0c81622aa1eb13255d16efd2621dc83fb6961626866330ae73052f,227,227,jpeg,False
18,art_painting,0,dog,pic_019.jpg,art_painting/dog/00018.jpg,e1ac44f76d19687da9cb633653724d754f872bdad4de6757554035fd06321790,227,227,jpeg,False
19,art_painting,0,dog,pic_020.jpg,art_painting/dog/00019.jpg,a089ac8dfb9c7cbb1eb0691850c1ff9a899d0b44f36437aa4c9b44481d4b2b62,227,227,jpeg,False
20,art_painting,0,dog,pic_021.jpg,art_painting/dog/00020.jpg,c46e1d883ff7a0ea45f40f314f9004017ecd179a1772159ffe2215e03f200f7c,227,227,jpeg,False
21,art_painting,0,dog,pic_022.jpg,art_painting/dog/00021.jpg,c30f49abdc6ff9c3cd78224258af93eeedbd6307131f8c6f8298c6c9f972b5aa,227,227,jpeg,False
22,art_painting,0,dog,pic_023.jpg,art_painting/dog/00022.jpg,5f1f650b1914c5cef47b246a7546e25adfc6d8c4d5abc4dcac797f7512fa52aa,227,227,jpeg,False
23,art_painting,0,dog,pic_024.jpg,art_painting/dog/00023.jpg,cb63ba6c309f8647ecdcb97cb73d7c5db1db67b7036e2dd5b9563d4055e4ae61,227,227,jpeg,False
24,art_painting,0,dog,pic_025.jpg,art_painting/dog/00024.jpg,c0ef72a5b594dc9d751920ed40c93693143e260c1477b622eebe77ce92dfd180,227,227,jpeg,False
25,art_painting,0,dog,pic_026.jpg,art_painting/dog/00025.jpg,39341b02e33b674b80ec858545239c47d28306a6d573f021a08c513719aaedf2,227,227,jpeg,False
26,art_painting,0,dog,pic_027.jpg,art_painting/dog/00026.jpg,1be5a5f61bde548ed6680254c368fcdaf02b3500c36eb5fd92273c76b7ddd685,227,227,jpeg,False
27,art_painting,0,dog,pic_028.jpg,art_painting/dog/00027.jpg,2b523b76ad18e174c5062ce52fed18bf8af27a365cc494469279ccf298072729,227,227,jpeg,False
28,art_painting,0,dog,pic_029.jpg,art_painting/dog/00028.jpg,dfe5dd7c9620ac6feb194af16deceafc8ba1511d84143efa58821093973dbb52,227,227,jpeg,False
29,art_painting,0,dog,pic_031.jpg,art_painting/dog/00029.jpg,1d957c9b6940c3b381bb57a8fd1789e74973c1ab6ba1e692a57fb2043c0ec2fb,227,227,jpeg,False
30,art_painting,0,dog,pic_032.jpg,art_painting/dog/00030.jpg,e33ed911c8dca74bedc0344340a4a4c187373def401df82eabe13b0eae965624,227,227,jpeg,False
31,art_painting,0,dog,pic_033.jpg,art_painting/dog/00031.jpg,8d31ae1065bfa17edb3f4ca50f9ef7048b2c353995faf1ba1573185772f3a85d,227,227,jpeg,False
32,art_painting,0,dog,pic_034.jpg,art_painting/dog/00032.jpg,29ab7b6a52faffc35f0df27c91b20e1bfbc05e0d9a283d34c6b7bcb4adf10dd5,227,227,jpeg,False
33,art_painting,0,dog,pic_035.jpg,art_painting/dog/00033.jpg,d8ee60256c2305a5b53e3bcb648efd60dfc2fb9da0db8062f174ea34414bcaab,227,227,jpeg,False
34,art_painting,0,dog,pic_036.jpg,art_painting/dog/00034.jpg,d4a30200301d178bc4e053621ecb94b4b4753dd2eeb3c7ee5d7aac89beb62f50,227,227,jpeg,False
35,art_painting,0,dog,pic_037.jpg,art_painting/dog/00035.jpg,25d2efce98b763b262d6d377155192de5f08b4d963a6579bf2d398f7e5f5ae95,227,227,jpeg,False
36,art_painting,0,dog,pic_038.jpg,art_painting/dog/00036.jpg,859ca0214bc07717d2f6cbafcf9c190c56aed2970ce5ed95876e6ae63ffbf4c1,227,227,jpeg,False
37,art_painting,0,dog,pic_039.jpg,art_painting/dog/00037.jpg,5049ccebf5447fd224f45c0a4407d22bc5e8696641f09079343b8719e41e61db,227,227,jpeg,False
38,art_painting,0,dog,pic_040.jpg,art_painting/dog/00038.jpg,afd39a00c02ee62faf3e33a543cb132b0bf9617d3f744783ba609d352f0156f7,227,227,jpeg,False
39,art_painting,0,dog,pic_041.jpg,art_painting/dog/00039.jpg,e1a818e2502c4e4061d40bbdba3fbf78d8cff60136c38d555884764ae1bd8e68,227,227,jpeg,False
40,art_painting,0,dog,pic_042.jpg,art_painting/dog/00040.jpg,b53adb1447f88e2660ef80603e0dc7fbb9f4da7db68ba65ac36784708c0481f9,227,227,jpeg,False
41,art_painting,0,dog,pic_043.jpg,art_painting/dog/00041.jpg,9c18b0b200852e98ac3f894208d4db207408d3794c293905e9fceb4417aa2846,227,227,jpeg,False
42,art_painting,0,dog,pic_044.jpg,art_painting/dog/00042.jpg,1954b069f53095b018bde6de725bfb08e0f1ba31cb6fe1900592cd62cf68e926,227,227,jpeg,False
43,art_painting,0,dog,pic_045.jpg,art_painting/dog/00043.jpg,478723fc1d1fff1534ca912b13cfd227976838e13434584d57f7fa756c7ce086,227,227,jpeg,False
44,art_painting,0,dog,pic_046.jpg,art_painting/dog/00044.jpg,b1fed2a616f382b4245ebaa77549787ced177c19d56b54cf89c49e9646817667,227,227,jpeg,False
45,art_painting,0,dog,pic_047.jpg,art_painting/dog/00045.jpg,58c9036f1cf6cbfe52eb51e4739b7378c34ea88f60e7f23c720077d961dc6a58,227,227,jpeg,False
46,art_painting,0,dog,pic_048.jpg,art_painting/dog/00046.jpg,8b90c5740e89d6dd091834979cf4202523bf98dace0cf1c478cc733217130d3e,227,227,jpeg,False
47,art_painting,0,dog,pic_049.jpg,art_painting/dog/00047.jpg,511f1c54c4587f9183f45afd05885ca9737e4d3284d0e5321424b9f79449aed8,227,227,jpeg,False
48,art_painting,0,dog,pic_050.jpg,art_painting/dog/00048.jpg,d04290d1c4717f18187c516a32faad6653cf3d5e60c2a15ea6fed9a4282ffcce,227,227,jpeg,False
49,art_painting,0,dog,pic_051.jpg,art_painting/dog/00049.jpg,80940286c112fd7aba94413c06c4854cb08841a5bb88592aa261f4e4feaadf76,227,227,jpeg,False
50,art_painting,0,dog,pic_052.jpg,art_painting/dog/00050.jpg,afa7020cc59e1a2744d846fd93d414f608cb6fcea997edfe8fb2b1f35ef04e89,227,227,jpeg,False
51,art_painting,0,dog,pic_053.jpg,art_painting/dog/00051.jpg,b06d716f5907ca583d768a85c18ed3ea743dbfa56514563f297f5e2aeb00f425,227,227,jpeg,False
52,art_painting,0,dog,pic_054.jpg,art_painting/dog/00052.jpg,faa6e28dd6be0dd14069d09645be449829bca2336909c9af7547e43141d00b91,227,227,jpeg,False
53,art_painting,0,dog,pic_055.jpg,art_painting/dog/00053.jpg,0cddac5031f233fde95171f7adcb84244bc5d61f85f60c99af4667f0a84557fc,227,227,jpeg,False
54,art_painting,0,dog,pic_056.jpg,art_painting/dog/00054.jpg,55e7a21db688d1a0078567c3f1af9a7ee0c4c24a61598172468aa51989bd5aa4,227,227,jpeg,False
55,art_painting,0,dog,pic_057.jpg,art_painting/dog/00055.jpg,c5e886ae4344c439c26c8d518cb5eb004a3020ea04360dfeb39f3c31f23a25ea,227,227,jpeg,False
56,art_painting,0,dog,pic_058.jpg,art_painting/dog/00056.jpg,48d6041bd90dfa862052a83562a5516978e207cb0de0f2648eb22c8accda4db8,227,227,jpeg,False
57,art_painting,0,dog,pic_059.jpg,art_painting/dog/00057.jpg,e85f2d6ee8c55f7c5c99a897befcadeaa8f20734b63d420bf0a69255c46c1f46,227,227,jpeg,False
58,art_painting,0,dog,pic_060.jpg,art_painting/dog/00058.jpg,e04b4cd09b77a357769d64de5a630f99a9d347243b12d6a3ebab439bdc88e8fe,227,227,jpeg,False
59,art_painting,0,dog,pic_061.jpg,art_painting/dog/00059.jpg,b1f5e922b1018b8caec316c522cf93e589c7dffba8a890bfbad4c9b9048e3eda,227,227,jpeg,False
60,art_painting,0,dog,pic_062.jpg,art_painting/dog/00060.jpg,7ae1d6bd7bbc42fe24a1091cf0f6b73a745e01e40028bdb70a792a05b4dc6a74,227,227,jpeg,False
61,art_painting,0,dog,pic_063.jpg,art_painting/dog/00061.jpg,08b2cfd93058e2bf6d85637350486df6a59f2b8b3b8e50bde8a0154d6a376232,227,227,jpeg,False
62,art_painting,0,dog,pic_064.jpg,art_painting/dog/00062.jpg,997bc26679e9024036b04b969bed55a42fcceea41c0cd5c3bb18e6a9b18699b2,227,227,jpeg,False
63,art_painting,0,dog,pic_065.jpg,art_painting/dog/00063.jpg,2fd3c5de4102c3b16f24c5d8da59884a47f47a944c37cfc3b9c62ba836a92ad7,227,227,jpeg,False
64,art_painting,0,dog,pic_066.jpg,art_painting/dog/00064.jpg,7b54ddcb4b16226bdd17baea5b5e74b1062050b8221b64f2e002728470300f1e,227,227,jpeg,False
65,art_painting,0,dog,pic_067.jpg,art_painting/dog/00065.jpg,169d1e4a330a36b169e266e69e695779dad007c3a569012f805ad896a348975a,227,227,jpeg,False
66,art_painting,0,dog,pic_070.jpg,art_painting/dog/00066.jpg,050ffc5d6b13024cc831721072b0e6f6940746c044519df12e445f9476751d52,227,227,jpeg,False
67,art_painting,0,dog,pic_072.jpg,art_painting/dog/00067.jpg,7c0fbf913e65ba5cb24ccfb3dc380d411f8857b02b852d55adecf3487c8fc080,227,227,jpeg,False
68,art_painting,0,dog,pic_073.jpg,art_painting/dog/00068.jpg,dcbaa97383014b3dfbd398bb8f0efa96bdd0a34a8458c92338ff648ffb8c9cef,227,227,jpeg,False
69,art_painting,0,dog,pic_074.jpg,art_painting/dog/00069.jpg,7328d1875a4d968bd530ba05fe6544a8967d27d10c544213e712df30e0b52b66,227,227,jpeg,False
70,art_painting,0,dog,pic_075.jpg,art_painting/dog/00070.jpg,d302bcfa31cda05dbec63f0a8c18540792c851bcb24ec21c9fc46aecce42e786,227,227,jpeg,False
71,art_painting,0,dog,pic_076.jpg,art_painting/dog/00071.jpg,99593cb5b15ee4808be566948ada7627916cf4997ba3b154e2f002c871399ff2,227,227,jpeg,False
72,art_painting,0,dog,pic_077.jpg,art_painting/dog/00072.jpg,c3e8467645c4300af66a21919299348ba4b7f2aa6507b94491ad71e4e571b996,227,227,jpeg,False
73,art_painting,0,dog,pic_078.jpg,art_painting/dog/00073.jpg,eff10c937aeb8508a962644ac9118db77d1cb07332c38bc7fc77873e1fa941c8,227,227,jpeg,False
74,art_painting,0,dog,pic_079.jpg,art_painting/dog/00074.jpg,f635dcdf3542bbcc10ae859594aec2ae53672bd2b8bda92380db50371d6abfef,227,227,jpeg,False
75,art_painting,0,dog,pic_080.jpg,art_painting/dog/00075.jpg,e1c8ee74df0436ab8787336041dc0d3617328b17b0ffb54a3e89799587059b61,227,227,jpeg,False
76,art_painting,0,dog,pic_081.jpg,art_painting/dog/00076.jpg,ddca07e4874c59919527fcaea874ece3d1faf906fb121fad0d01209ad69beee8,227,227,jpeg,False
77,art_painting,0,dog,pic_082.jpg,art_painting/dog/00077.jpg,280ec831c280a5d721aafaafdb55db79a60a9bbda794140f6919505aa149f597,227,227,jpeg,False
78,art_painting,0,dog,pic_083.jpg,art_painting/dog/00078.jpg,3d9288241d95ba95070162a5378171048032603b461a7ef862f3405dc68d591f,227,227,jpeg,False
79,art_painting,0,dog,pic_084.jpg,art_painting/dog/00079.jpg,a9c0fc018af8f04daa820585ec4f786ddc821162f6ab108293714f0afa9b4487,227,227,jpeg,False
80,art_painting,0,dog,pic_085.jpg,art_painting/dog/00080.jpg,8e5db1e2c23de3d1251cd003fcccd0b07db5bd9e830428ebad84d96d93899d74,227,227,jpeg,False
81,art_painting,0,dog,pic_086.jpg,art_painting/dog/00081.jpg,739aed2916a8707ad769cf38434ae26aa48f374ccda44eb857cbb829e061e16a,227,227,jpeg,False
82,art_painting,0,dog,pic_087.jpg,art_painting/dog/00082.jpg,1c426739372dd8c8d868383486ce67cca201dafb19bc36bc5043c70806e49598,227,227,jpeg,False
83,art_painting,0,dog,pic_088.jpg,art_painting/dog/00083.jpg,18b5c0d3290b6162e81a8f77538d7ce7b671bd6c377004c7bd0d45d9558eb354,227,227,jpeg,False
84,art_painting,0,dog,pic_089.jpg,art_painting/dog/00084.jpg,a493379034b7efc4829e506767d276c6d81bf695d65db24cc339a7f48512fd31,227,227,jpeg,False
85,art_painting,0,dog,pic_090.jpg,art_painting/dog/00085.jpg,659022ec8ab58de3d5f0a9bafe715fb5a183a01e09883bc024b14be72552138c,227,227,jpeg,False
86,art_painting,0,dog,pic_091.jpg,art_painting/dog/00086.jpg,6d0132081492851549fa164c9ed740d0774c2709e8e1a2e332a1c8633817b8df,227,227,jpeg,False
87,art_painting,0,dog,pic_092.jpg,art_painting/dog/00087.jpg,5ddcb4fc2d3e2297112b22bb931985eca7f8810974729339b15489be202af61a,227,227,jpeg,False
88,art_painting,0,dog,pic_094.jpg,art_painting/dog/00088.jpg,7bbce9587f2b317654885166a45f8abb101eb08561deb9d7c62811bc5920cac6,227,227,jpeg,False
89,art_painting,0,dog,pic_095.jpg,art_painting/dog/00089.jpg,01064f3c5f73ffa44235b5c9b205af461a6416db15ca02bfaec21f0fc4fe607f,227,227,jpeg,False
90,art_painting,0,dog,pic_096.jpg,art_painting/dog/00090.jpg,a9ec9f9ec3bcc1b91fd00598c8957a8f31a0ffb507bf108ae6d910e13629f618,227,227,jpeg,False
91,art_painting,0,dog,pic_097.jpg,art_painting/dog/00091.jpg,2d1c70f6d2b58fc84655c46fb3d946da9ffd185891c05c46c5f164ee7957e0cc,227,227,jpeg,False
92,art_painting,0,dog,pic_098.jpg,art_painting/dog/00092.jpg,c5f55db22df859fb06cd73900e30a55d3254b2aebaf397d2569d9f5c80e1863c,227,227,jpeg,False
93,art_painting,0,dog,pic_099.jpg,art_painting/dog/00093.jpg,1c0adbaa1a929963407cf258eaee7a17799aaade68a3c289c49f71c641846b30,227,227,jpeg,False
94,art_painting,0,dog,pic_100.jpg,art_painting/dog/00094.jpg,506df59429455fcbdecb5b52d579a5ee603aa6d276ee004bdddc8aaf216b7809,227,227,jpeg,False
95,art_painting,0,dog,pic_101.jpg,art_painting/dog/00095.jpg,88b0eedec8ee43b1199b0b07952c8416f9e8ae89e8306b8049c23cd0dbfbc46f,227,227,jpeg,False
96,art_painting,0,dog,pic_102.jpg,art_painting/dog/00096.jpg,0dcf39c560fb60eedc9ddadde8c5e590bc0d781a6c7ce162d8bde128910d1c17,227,227,jpeg,False
97,art_painting,0,dog,pic_103.jpg,art_painting/dog/00097.jpg,47580b6b1b0cb6dc7e7158bf79083b87f1d5ec70638b1fa7d372fa1db3b58256,227,227,jpeg,False
98,art_painting,0,dog,pic_104.jpg,art_painting/dog/00098.jpg,96d2632907cb53dd2ea4e56290a1dc17970c9ded693841aa4830491c721a06c5,227,227,jpeg,False
99,art_painting,0,dog,pic_105.jpg,art_painting/dog/00099.jpg,e08a8678c8c3bbfee5aff427eb291d0a5b97c395acc0a40cdf54b0b7f99b03f3,227,227,jpeg,False
100,art_painting,0,dog,pic_106.jpg,art_painting/dog/00100.jpg,d65d691e516235fe061b5a76bf7d6b73cc28f76548492a37efa2cee29e3aac91,227,227,jpeg,False
101,art_painting,0,dog,pic_107.jpg,art_painting/dog/00101.jpg,45829332cbeee8af75e36932ed1f6477f5853a397bad7967af50e37fecb54c5b,227,227,jpeg,False
102,art_painting,0,dog,pic_108.jpg,art_painting/dog/00102.jpg,4ef8e2d527fbe8a626340768b661ddc9ae1c08b6f60ab62526533470263f02a0,227,227,jpeg,False
103,art_painting,0,dog,pic_109.jpg,art_painting/dog/00103.jpg,0053d6763a14fcc1a55e17de3954d6e7cf6d0eb0678b4c009ece8f40d92c863a,227,227,jpeg,False
104,art_painting,0,dog,pic_110.jpg,art_painting/dog/00104.jpg,bb0e4abbaeb693618e40f28a064760bd701d651e1c2797636b2d1b8222a75b41,227,227,jpeg,False
105,art_painting,0,dog,pic_112.jpg,art_painting/dog/00105.jpg,bed923da6f1d15183dccb718e9b3a78f4986276712a57b696ca76c513c12cff4,227,227,jpeg,False
106,art_painting,0,dog,pic_113.jpg,art_painting/dog/00106.jpg,09f8c277998cf948d9fc62fec31780aaf058a359338dca8bbdb9644d9410aa4e,227,227,jpeg,False
107,art_painting,0,dog,pic_114.jpg,art_painting/dog/00107.jpg,49f0beb4b04768d3f9fe3071b23689e106ec5fa0263282ff0b146ecb316c0574,227,227,jpeg,False
108,art_painting,0,dog,pic_116.jpg,art_painting/dog/00108.jpg,5e614d492c58d41a0537270da76ef6220adb65c057daa1caa13916ae83e600b7,227,227,jpeg,False
109,art_painting,0,dog,pic_117.jpg,art_painting/dog/00109.jpg,1e528fd11b4bf03bd2d24ab9f010aef1082029d4b63c3a4f3b271772a5d1d54c,227,227,jpeg,False
110,art_painting,0,dog,pic_118.jpg,art_painting/dog/00110.jpg,ef961ea4f88bcabe51c0c0b114a6dbdabd0770f7b628f62cb3623c3428ce95b9,227,227,jpeg,False
111,art_painting,0,dog,pic_120.jpg,art_painting/dog/00111.jpg,202d88175dc0d7b3ea6944157fc4c7a5a35ea130034285d9847bdd66f8b7d27a,227,227,jpeg,False
112,art_painting,0,dog,pic_121.jpg,art_painting/dog/00112.jpg,9aff821433e7c4f0fe21cf81472f4e3b4cd348b63a85f499e49ccf2f55d956a7,227,227,jpeg,False
113,art_painting,0,dog,pic_123.jpg,art_painting/dog/00113.jpg,484441db7778d3c85dd047a6c649ff23c32f1a6a98f421789ec19b9b1cca95d3,227,227,jpeg,False
114,art_painting,0,dog,pic_124.jpg,art_painting/dog/00114.jpg,084e911753518c1f172d6bdf5bea891314e73962215b8f7c6253681fb102282e,227,227,jpeg,False
115,art_painting,0,dog,pic_126.jpg,art_painting/dog/00115.jpg,d6519d5c55a6cf087b4f9c2b1f4d760303f54dfee643ad2fcdf316595e7f4312,227,227,jpeg,False
116,art_painting,0,dog,pic_127.jpg,art_painting/dog/00116.jpg,cd5349caaad6571e3c96334b499a30fa7b5508182076ef4e61ebc3a480c6df6c,227,227,jpeg,False
117,art_painting,0,dog,pic_130.jpg,art_painting/dog/00117.jpg,4a65d280dbd10ad392b6255c4376cc67a32aaee686f75c72d94d1e79791fcec5,227,227,jpeg,False
118,art_painting,0,dog,pic_131.jpg,art_painting/dog/00118.jpg,f952ad638c0fe8ba99aaa53565bbe8195a1ccf8091b617003824d7df20d86f46,227,227,jpeg,False
119,art_painting,0,dog,pic_132.jpg,art_painting/dog/00119.jpg,9bd584dda2a9a2a89cdb3579f6503ea695282555e1ae064824868ece67910b4c,227,227,jpeg,False
120,art_painting,0,dog,pic_133.jpg,art_painting/dog/00120.jpg,c580a0239d650bf12cee10084ee730899a3782e03d19fba4bc66aed76bf3590a,227,227,jpeg,False
121,art_painting,0,dog,pic_134.jpg,art_painting/dog/00121.jpg,ebcfece5fb05f917aaf6d259118b0be409005f241dfe1641714c8f6e1e45e804,227,227,jpeg,False
122,art_painting,0,dog,pic_135.jpg,art_painting/dog/00122.jpg,b5263849c3f1863949b4b158dfaa84824dd560a7aa3fe805e2f7c4d8a73b98a8,227,227,jpeg,False
123,art_painting,0,dog,pic_136.jpg,art_painting/dog/00123.jpg,fed793ef4328e4ac7f3ed722668a1dda0842566dc0e4c6c85854991c34b9343d,227,227,jpeg,False
124,art_painting,0,dog,pic_137.jpg,art_painting/dog/00124.jpg,879a3acff182364f3121c7ebfe9b3cb31775ef02c36b988f93d0b4a73fca2c0f,227,227,jpeg,False
125,art_painting,0,dog,pic_138.jpg,art_painting/dog/00125.jpg,d9c2a1f9fef98264a8a70e2b18cdc9b031d51ba2f9d8a60dc3ea53f95f465843,227,227,jpeg,False
126,art_painting,0,dog,pic_139.jpg,art_painting/dog/00126.jpg,904d16f4f4646436360395a524fcfab495edebfbcafc468fcbe252fa34142ead,227,227,jpeg,False
127,art_painting,0,dog,pic_140.jpg,art_painting/dog/00127.jpg,05a9d23ea21c399f6faf50fae3ec8aae532a60c1cedf33961d8b9691471efb36,227,227,jpeg,False
128,art_painting,0,dog,pic_143.jpg,art_painting/dog/00128.jpg,bbd6d2a97e92b1d5631c93480726c22505f7dca2c405f2291bd73b12618f289d,227,227,jpeg,False
129,art_painting,0,dog,pic_144.jpg,art_painting/dog/00129.jpg,1627190781ddae21bd6d675ef14a86665fd88a9f546facc938b2796d4db3bd17,227,227,jpeg,False
130,art_painting,0,dog,pic_145.jpg,art_painting/dog/00130.jpg,20b4e61af4e4fc5712fb5f2c56fae294555052631e9a42ccfe3dff30539da680,227,227,jpeg,False
131,art_painting,0,dog,pic_146.jpg,art_painting/dog/00131.jpg,bdb9037beaf86d2b3c64416e3837eeabeb0a66544c744e632be3317baab780b7,227,227,jpeg,False
132,art_painting,0,dog,pic_147.jpg,art_painting/dog/00132.jpg,90896e596dcf79fb3646ff7180d6b9b8cd679014badd770bbd6f5e7f45dd8ed2,227,227,jpeg,False
133,art_painting,0,dog,pic_148.jpg,art_painting/dog/00133.jpg,56f6610ebb76e01f83244cb23ec73a2157539eb5ad5154eb1b96a22910f48033,227,227,jpeg,False
134,art_painting,0,dog,pic_149.jpg,art_painting/dog/00134.jpg,70858556695cabfc081c9a9b4cb8739d8a02d0fcdcdfab1f9e7ded1d6ceb8083,227,227,jpeg,False
135,art_painting,0,dog,pic_150.jpg,art_painting/dog/00135.jpg,3376a6da2ff6bd0f10a7959ffaaec72f951f994a32a094e0f242acc290d20e44,227,227,jpeg,False
136,art_painting,0,dog,pic_151.jpg,art_painting/dog/00136.jpg,7452d35e51422262f0a49221bd7e7b7a5baa583ef07aaf367de9a30c47c66695,227,227,jpeg,False
137,art_painting,0,dog,pic_152.jpg,art_painting/dog/00137.jpg,e9bc7a262360fb7da725bfa1d8641bd2b16c9ef30d38cc223a81b9f5c86d212a,227,227,jpeg,False
138,art_painting,0,dog,pic_153.jpg,art_painting/dog/00138.jpg,447bc1e2b2d06c74e7a48cf0cb4833f88e6348f3ba280279f78006b8c7414270,227,227,jpeg,False
139,art_painting,0,dog,pic_154.jpg,art_painting/dog/00139.jpg,3aefa2bce76bfb5abd234ff8df1de8ef35f21ae6b5e4362ea1a3b6e110c1036e,227,227,jpeg,False
140,art_painting,0,dog,pic_155.jpg,art_painting/dog/00140.jpg,d1614c4ab86302d044179443e7d4d4b6c09e0e0c927e5a4018460be5fd72de9a,227,227,jpeg,False
141,art_painting,0,dog,pic_156.jpg,art_painting/dog/00141.jpg,f08110878e371ec7acd9c0aedb602d3135537c09c3e507e8dfc5ae659076c0fc,227,227,jpeg,False
142,art_painting,0,dog,pic_157.jpg,art_painting/dog/00142.jpg,b91012f60bd8e5347e123912e583d06eecf69de28a211e3cf2707e659b8f85bf,227,227,jpeg,False
143,art_painting,0,dog,pic_158.jpg,art_painting/dog/00143.jpg,e080b2c44c29d8d1ef9271509710543f4bc832cd89557f9fb59791efeb906c4d,227,227,jpeg,False
144,art_painting,0,dog,pic_161.jpg,art_painting/dog/00144.jpg,91015fe4847dad735190c0e10cd85209872c28c3a65103c2471e5243a9306837,227,227,jpeg,False
145,art_painting,0,dog,pic_163.jpg,art_painting/dog/00145.jpg,a88398b4dbbb900eda32acf5426be1ddc7b2b5e1bb520f644c24a6cdaab2f01e,227,227,jpeg,False
146,art_painting,0,dog,pic_164.jpg,art_painting/dog/00146.jpg,d46fdb1d5365236007cdcc160170c482906201c6be0c9012a9d362a73df55ba4,227,227,jpeg,False
147,art_painting,0,dog,pic_165.jpg,art_painting/dog/00147.jpg,b47dac30bc7d056968b99d102d973606b2c6c145ba3743b584031ae90895ee81,227,227,jpeg,False
148,art_painting,0,dog,pic_166.jpg,art_painting/dog/00148.jpg,940ee346c94beed2605b4b4adcbc2b422c79103b70f15a74a83ef9b5a681f03c,227,227,jpeg,False
149,art_painting,0,dog,pic_167.jpg,art_painting/dog/00149.jpg,c2f4582dd9851af13928fc8a0554c350e9528394d7eb31915fb6ed9634f7d99f,227,227,jpeg,False
150,art_painting,0,dog,pic_168.jpg,art_painting/dog/00150.jpg,4a517abe381fff9926615d7482731a85420590cc623c7b10d8c647463f82858a,227,227,jpeg,False
151,art_painting,0,dog,pic_169.jpg,art_painting/dog/00151.jpg,4cac8781a76b235e71b92334127dcd2ebde14263c683983d3c72ba277a53ef72,227,227,jpeg,False
152,art_painting,0,dog,pic_170.jpg,art_painting/dog/00152.jpg,720dc4d4a3edae4e586776d3949c3fbf968fb0d7906f731113378dfe4f8c6059,227,227,jpeg,False
153,art_painting,0,dog,pic_172.jpg,art_painting/dog/00153.jpg,368ee344161511ea462c04575f6c63f0674fe329089f6a520d19b4b3fa89bf80,227,227,jpeg,False
154,art_painting,0,dog,pic_173.jpg,art_painting/dog/00154.jpg,ca2c90bdc66c95e16eb62e90afa61b2e20944e1465fef8c4ac079e5360296332,227,227,jpeg,False
