seed,sample_id,split,domain,label
0,199,base,art_painting,0
0,200,base,art_painting,0
0,204,base,art_painting,0
0,206,base,art_painting,0
0,210,base,art_painting,0
0,212,base,art_painting,0
0,213,base,art_painting,0
0,214,base,art_painting,0
0,215,base,art_painting,0
0,216,base,art_painting,0
0,217,base,art_painting,0
0,219,base,art_painting,0
0,221,base,art_painting,0
0,224,base,art_painting,0
0,225,base,art_painting,0
0,228,base,art_painting,0
0,229,base,art_painting,0
0,230,base,art_painting,0
0,231,base,art_painting,0
0,233,base,art_painting,0
0,234,base,art_painting,0
0,235,base,art_painting,0
0,236,base,art_painting,0
0,237,base,art_painting,0
0,238,base,art_painting,0
0,241,base,art_painting,0
0,245,base,art_painting,0
0,246,base,art_painting,0
0,247,base,art_painting,0
0,248,base,art_painting,0
0,249,base,art_painting,0
0,250,base,art_painting,0
0,252,base,art_painting,0
0,255,base,art_painting,0
0,260,base,art_painting,0
0,261,base,art_painting,0
0,264,base,art_painting,0
0,266,base,art_painting,0
0,268,base,art_painting,0
0,270,base,art_painting,0
0,271,base,art_painting,0
0,272,base,art_painting,0
0,274,base,art_painting,0
0,275,base,art_painting,0
0,276,base,art_painting,0
0,278,base,art_painting,0
0,280,base,art_painting,0
0,281,base,art_painting,0
0,283,base,art_painting,0
0,284,base,art_painting,0
0,287,base,art_painting,0
0,293,base,art_painting,0
0,294,base,art_painting,0
0,295,base,art_painting,0
0,296,base,art_painting,0
0,297,base,art_painting,0
0,300,base,art_painting,0
0,302,base,art_painting,0
0,303,base,art_painting,0
0,304,base,art_painting,0
0,305,base,art_painting,0
0,306,base,art_painting,0
0,307,base,art_painting,0
0,309,base,art_painting,0
0,310,base,art_painting,0
0,311,base,art_painting,0
0,313,base,art_painting,0
0,316,base,art_painting,0
0,317,base,art_painting,0
0,320,base,art_painting,0
0,321,base,art_painting,0
0,322,base,art_painting,0
0,327,base,art_painting,0
0,328,base,art_painting,0
0,329,base,art_painting,0
0,331,base,art_painting,0
0,339,base,art_painting,0
0,340,base,art_painting,0
0,343,base,art_painting,0
0,344,base,art_painting,0
0,353,base,art_painting,0
0,355,base,art_painting,0
0,356,base,art_painting,0
0,357,base,art_painting,0
0,360,base,art_painting,0
0,362,base,art_painting,0
0,366,base,art_painting,0
0,368,base,art_painting,0
0,370,base,art_painting,0
0,371,base,art_painting,0
0,373,base,art_painting,0
0,374,base,art_painting,0
0,375,base,art_painting,0
0,378,base,art_painting,0
0,380,base,art_painting,1
0,381,base,art_painting,1
0,384,base,art_painting,1
0,385,base,art_painting,1
0,387,base,art_painting,1
0,389,base,art_painting,1
0,390,base,art_painting,1
0,391,base,art_painting,1
0,392,base,art_painting,1
0,393,base,art_painting,1
0,394,base,art_painting,1
0,395,base,art_painting,1
0,396,base,art_painting,1
0,398,base,art_painting,1
0,400,base,art_painting,1
0,401,base,art_painting,1
0,402,base,art_painting,1
0,404,base,art_painting,1
0,406,base,art_painting,1
0,410,base,art_painting,1
0,412,base,art_painting,1
0,413,base,art_painting,1
0,414,base,art_painting,1
0,416,base,art_painting,1
0,419,base,art_painting,1
0,420,base,art_painting,1
0,423,base,art_painting,1
0,424,base,art_painting,1
0,426,base,art_painting,1
0,427,base,art_painting,1
0,429,base,art_painting,1
0,430,base,art_painting,1
0,431,base,art_painting,1
0,434,base,art_painting,1
0,439,base,art_painting,1
0,440,base,art_painting,1
0,441,base,art_painting,1
0,443,base,art_painting,1
0,445,base,art_painting,1
0,449,base,art_painting,1
0,452,base,art_painting,1
0,454,base,art_painting,1
0,456,base,art_painting,1
0,457,base,art_painting,1
0,458,base,art_painting,1
0,459,base,art_painting,1
0,460,base,art_painting,1
0,461,base,art_painting,1
0,464,base,art_painting,1
0,467,base,art_painting,1
0,469,base,art_painting,1
0,471,base,art_painting,1
0,474,base,art_painting,1
0,477,base,art_painting,1
0,482,base,art_painting,1
0,485,base,art_painting,1
0,489,base,art_painting,1
0,495,base,art_painting,1
0,497,base,art_painting,1
0,501,base,art_painting,1
0,503,base,art_painting,1
0,506,base,art_painting,1
0,509,base,art_painting,1
0,511,base,art_painting,1
0,518,base,art_painting,1
0,520,base,art_painting,1
0,521,base,art_painting,1
0,522,base,art_painting,1
0,524,base,art_painting,1
0,525,base,art_painting,1
0,526,base,art_painting,1
0,529,base,art_painting,1
0,535,base,art_painting,1
0,536,base,art_painting,1
0,537,base,art_painting,1
0,539,base,art_painting,1
0,544,base,art_painting,1
0,546,base,art_painting,1
0,549,base,art_painting,1
0,552,base,art_painting,1
0,553,base,art_painting,1
0,555,base,art_painting,1
0,556,base,art_painting,1
0,557,base,art_painting,1
0,559,base,art_painting,1
0,560,base,art_painting,1
0,562,base,art_painting,1
0,563,base,art_painting,1
0,565,base,art_painting,1
0,566,base,art_painting,1
0,570,base,art_painting,1
0,571,base,art_painting,1
0,573,base,art_painting,1
0,574,base,art_painting,1
0,576,base,art_painting,1
0,578,base,art_painting,1
0,579,base,art_painting,1
0,580,base,art_painting,1
0,581,base,art_painting,1
0,582,base,art_painting,1
0,585,base,art_painting,1
0,586,base,art_painting,1
0,591,base,art_painting,1
0,592,base,art_painting,1
0,593,base,art_painting,1
0,594,base,art_painting,1
0,596,base,art_painting,1
0,598,base,art_painting,1
0,599,base,art_painting,1
0,600,base,art_painting,1
0,603,base,art_painting,1
0,604,base,art_painting,1
0,607,base,art_painting,1
0,608,base,art_painting,1
0,610,base,art_painting,1
0,613,base,art_painting,1
0,617,base,art_painting,1
0,620,base,art_painting,1
0,621,base,art_painting,1
0,622,base,art_painting,1
0,624,base,art_painting,1
0,625,base,art_painting,1
0,626,base,art_painting,1
0,627,base,art_painting,1
0,630,base,art_painting,1
0,631,base,art_painting,1
0,632,base,art_painting,1
0,633,base,art_painting,1
0,638,base,art_painting,2
0,639,base,art_painting,2
0,641,base,art_painting,2
0,642,base,art_painting,2
0,645,base,art_painting,2
0,648,base,art_painting,2
0,650,base,art_painting,2
0,651,base,art_painting,2
0,653,base,art_painting,2
0,655,base,art_painting,2
0,656,base,art_painting,2
0,657,base,art_painting,2
0,658,base,art_painting,2
0,659,base,art_painting,2
0,660,base,art_painting,2
0,661,base,art_painting,2
0,663,base,art_painting,2
0,664,base,art_painting,2
0,665,base,art_painting,2
0,666,base,art_painting,2
0,668,base,art_painting,2
0,669,base,art_painting,2
0,670,base,art_painting,2
0,671,base,art_painting,2
0,674,base,art_painting,2
0,675,base,art_painting,2
0,678,base,art_painting,2
0,687,base,art_painting,2
0,689,base,art_painting,2
0,690,base,art_painting,2
0,691,base,art_painting,2
0,692,base,art_painting,2
0,693,base,art_painting,2
0,694,base,art_painting,2
0,695,base,art_painting,2
0,697,base,art_painting,2
0,700,base,art_painting,2
0,701,base,art_painting,2
0,703,base,art_painting,2
0,704,base,art_painting,2
0,711,base,art_painting,2
0,712,base,art_painting,2
0,714,base,art_painting,2
0,715,base,art_painting,2
0,716,base,art_painting,2
0,717,base,art_painting,2
0,720,base,art_painting,2
0,725,base,art_painting,2
0,727,base,art_painting,2
0,728,base,art_painting,2
0,729,base,art_painting,2
0,730,base,art_painting,2
0,731,base,art_painting,2
0,732,base,art_painting,2
0,735,base,art_painting,2
0,737,base,art_painting,2
0,740,base,art_painting,2
0,741,base,art_painting,2
0,745,base,art_painting,2
0,746,base,art_painting,2
0,747,base,art_painting,2
0,755,base,art_painting,2
0,763,base,art_painting,2
0,764,base,art_painting,2
0,766,base,art_painting,2
0,770,base,art_painting,2
0,771,base,art_painting,2
0,773,base,art_painting,2
0,775,base,art_painting,2
0,776,base,art_painting,2
0,777,base,art_painting,2
0,778,base,art_painting,2
0,779,base,art_painting,2
0,782,base,art_painting,2
0,783,base,art_painting,2
0,784,base,art_painting,2
0,789,base,art_painting,2
0,792,base,art_painting,2
0,793,base,art_painting,2
0,795,base,art_painting,2
0,797,base,art_painting,2
0,798,base,art_painting,2
0,803,base,art_painting,2
0,804,base,art_painting,2
0,807,base,art_painting,2
0,809,base,art_painting,2
0,811,base,art_painting,2
0,815,base,art_painting,2
0,818,base,art_painting,2
0,821,base,art_painting,2
0,822,base,art_painting,2
0,824,base,art_painting,2
0,825,base,art_painting,2
0,826,base,art_painting,2
0,827,base,art_painting,2
0,830,base,art_painting,2
0,831,base,art_painting,2
0,832,base,art_painting,2
0,833,base,art_painting,2
0,834,base,art_painting,2
0,837,base,art_painting,2
0,838,base,art_painting,2
0,839,base,art_painting,2
0,840,base,art_painting,2
0,841,base,art_painting,2
0,843,base,art_painting,2
0,845,base,art_painting,2
0,846,base,art_painting,2
0,849,base,art_painting,2
0,853,base,art_painting,2
0,855,base,art_painting,2
0,857,base,art_painting,2
0,858,base,art_painting,2
0,859,base,art_painting,2
0,860,base,art_painting,2
0,863,base,art_painting,2
0,864,base,art_painting,2
0,865,base,art_painting,2
0,866,base,art_painting,2
0,870,base,art_painting,2
0,877,base,art_painting,2
0,878,base,art_painting,2
0,881,base,art_painting,2
0,882,base,art_painting,2
0,885,base,art_painting,2
0,886,base,art_painting,2
0,888,base,art_painting,2
0,889,base,art_painting,2
0,890,base,art_painting,2
0,891,base,art_painting,2
0,892,base,art_painting,2
0,893,base,art_painting,2
0,899,base,art_painting,2
0,903,base,art_painting,2
0,904,base,art_painting,2
0,905,base,art_painting,2
0,906,base,art_painting,2
0,907,base,art_painting,2
0,914,base,art_painting,2
0,915,base,art_painting,2
0,916,base,art_painting,2
0,917,base,art_painting,2
0,918,base,art_painting,2
0,919,base,art_painting,3
0,920,base,art_painting,3
0,923,base,art_painting,3
0,931,base,art_painting,3
0,932,base,art_painting,3
0,933,base,art_painting,3
0,936,base,art_painting,3
0,937,base,art_painting,3
0,938,base,art_painting,3
0,939,base,art_painting,3
0,941,base,art_painting,3
0,942,base,art_painting,3
0,945,base,art_painting,3
0,946,base,art_painting,3
0,947,base,art_painting,3
0,949,base,art_painting,3
0,950,base,art_painting,3
0,951,base,art_painting,3
0,952,base,art_painting,3
0,953,base,art_painting,3
0,955,base,art_painting,3
0,958,base,art_painting,3
0,959,base,art_painting,3
0,960,base,art_painting,3
0,961,base,art_painting,3
0,962,base,art_painting,3
0,963,base,art_painting,3
0,965,base,art_painting,3
0,966,base,art_painting,3
0,967,base,art_painting,3
0,968,base,art_painting,3
0,969,base,art_painting,3
0,972,base,art_painting,3
0,973,base,art_painting,3
0,975,base,art_painting,3
0,977,base,art_painting,3
0,979,base,art_painting,3
0,980,base,art_painting,3
0,981,base,art_painting,3
0,982,base,art_painting,3
0,983,base,art_painting,3
0,984,base,art_painting,3
0,985,base,art_painting,3
0,988,base,art_painting,3
0,989,base,art_painting,3
0,991,base,art_painting,3
0,993,base,art_painting,3
0,994,base,art_painting,3
0,995,base,art_painting,3
0,998,base,art_painting,3
0,999,base,art_painting,3
0,1004,base,art_painting,3
0,1006,base,art_painting,3
0,1010,base,art_painting,3
0,1011,base,art_painting,3
0,1015,base,art_painting,3
0,1018,base,art_painting,3
0,1024,base,art_painting,3
0,1025,base,art_painting,3
0,1026,base,art_painting,3
0,1027,base,art_painting,3
0,1028,base,art_painting,3
0,1029,base,art_painting,3
0,1042,base,art_painting,3
0,1043,base,art_painting,3
0,1045,base,art_painting,3
0,1046,base,art_painting,3
0,1048,base,art_painting,3
0,1054,base,art_painting,3
0,1057,base,art_painting,3
0,1058,base,art_painting,3
0,1059,base,art_painting,3
0,1061,base,art_painting,3
0,1063,base,art_painting,3
0,1066,base,art_painting,3
0,1068,base,art_painting,3
0,1071,base,art_painting,3
0,1072,base,art_painting,3
0,1074,base,art_painting,3
0,1075,base,art_painting,3
0,1076,base,art_painting,3
0,1079,base,art_painting,3
0,1080,base,art_painting,3
0,1087,base,art_painting,3
0,1091,base,art_painting,3
0,1092,base,art_painting,3
0,1093,base,art_painting,3
0,1094,base,art_painting,3
0,1095,base,art_painting,3
0,1097,base,art_painting,3
0,1100,base,art_painting,3
0,1101,base,art_painting,3
0,1104,base,art_painting,4
0,1105,base,art_painting,4
0,1108,base,art_painting,4
0,1109,base,art_painting,4
0,1112,base,art_painting,4
0,1114,base,art_painting,4
0,1116,base,art_painting,4
0,1117,base,art_painting,4
0,1118,base,art_painting,4
0,1119,base,art_painting,4
0,1121,base,art_painting,4
0,1122,base,art_painting,4
0,1125,base,art_painting,4
0,1126,base,art_painting,4
0,1127,base,art_painting,4
0,1128,base,art_painting,4
0,1129,base,art_painting,4
0,1131,base,art_painting,4
0,1133,base,art_painting,4
0,1134,base,art_painting,4
0,1136,base,art_painting,4
0,1138,base,art_painting,4
0,1141,base,art_painting,4
0,1142,base,art_painting,4
0,1145,base,art_painting,4
0,1146,base,art_painting,4
0,1148,base,art_painting,4
0,1149,base,art_painting,4
0,1152,base,art_painting,4
0,1155,base,art_painting,4
0,1156,base,art_painting,4
0,1157,base,art_painting,4
0,1158,base,art_painting,4
0,1161,base,art_painting,4
0,1165,base,art_painting,4
0,1166,base,art_painting,4
0,1168,base,art_painting,4
0,1169,base,art_painting,4
0,1170,base,art_painting,4
0,1172,base,art_painting,4
0,1173,base,art_painting,4
0,1174,base,art_painting,4
0,1175,base,art_painting,4
0,1186,base,art_painting,4
0,1188,base,art_painting,4
0,1190,base,art_painting,4
0,1191,base,art_painting,4
0,1192,base,art_painting,4
0,1194,base,art_painting,4
0,1199,base,art_painting,4
0,1200,base,art_painting,4
0,1201,base,art_painting,4
0,1207,base,art_painting,4
0,1209,base,art_painting,4
0,1211,base,art_painting,4
0,1213,base,art_painting,4
0,1215,base,art_painting,4
0,1216,base,art_painting,4
0,1217,base,art_painting,4
0,1219,base,art_painting,4
0,1223,base,art_painting,4
0,1224,base,art_painting,4
0,1225,base,art_painting,4
0,1227,base,art_painting,4
0,1231,base,art_painting,4
0,1232,base,art_painting,4
0,1233,base,art_painting,4
0,1236,base,art_painting,4
0,1239,base,art_painting,4
0,1240,base,art_painting,4
0,1242,base,art_painting,4
0,1243,base,art_painting,4
0,1244,base,art_painting,4
0,1250,base,art_painting,4
0,1251,base,art_painting,4
0,1255,base,art_painting,4
0,1256,base,art_painting,4
0,1259,base,art_painting,4
0,1260,base,art_painting,4
0,1262,base,art_painting,4
0,1266,base,art_painting,4
0,1267,base,art_painting,4
0,1268,base,art_painting,4
0,1270,base,art_painting,4
0,1274,base,art_painting,4
0,1277,base,art_painting,4
0,1279,base,art_painting,4
0,1280,base,art_painting,4
0,1282,base,art_painting,4
0,1283,base,art_painting,4
0,1284,base,art_painting,4
0,1287,base,art_painting,4
0,1288,base,art_painting,4
0,1289,base,art_painting,4
0,1290,base,art_painting,4
0,1291,base,art_painting,4
0,1294,base,art_painting,4
0,1295,base,art_painting,4
0,1296,base,art_painting,4
0,1298,base,art_painting,4
0,1300,base,art_painting,4
0,1304,base,art_painting,5
0,1307,base,art_painting,5
0,1310,base,art_painting,5
0,1311,base,art_painting,5
0,1313,base,art_painting,5
0,1315,base,art_painting,5
0,1316,base,art_painting,5
0,1317,base,art_painting,5
0,1318,base,art_painting,5
0,1319,base,art_painting,5
0,1322,base,art_painting,5
0,1324,base,art_painting,5
0,1327,base,art_painting,5
0,1329,base,art_painting,5
0,1330,base,art_painting,5
0,1334,base,art_painting,5
0,1335,base,art_painting,5
0,1338,base,art_painting,5
0,1339,base,art_painting,5
0,1340,base,art_painting,5
0,1341,base,art_painting,5
0,1342,base,art_painting,5
0,1343,base,art_painting,5
0,1344,base,art_painting,5
0,1345,base,art_painting,5
0,1346,base,art_painting,5
0,1348,base,art_painting,5
0,1350,base,art_painting,5
0,1351,base,art_painting,5
0,1353,base,art_painting,5
0,1354,base,art_painting,5
0,1357,base,art_painting,5
0,1358,base,art_painting,5
0,1361,base,art_painting,5
0,1362,base,art_painting,5
0,1370,base,art_painting,5
0,1371,base,art_painting,5
0,1374,base,art_painting,5
0,1376,base,art_painting,5
0,1377,base,art_painting,5
0,1378,base,art_painting,5
0,1379,base,art_painting,5
0,1382,base,art_painting,5
0,1383,base,art_painting,5
0,1386,base,art_painting,5
0,1393,base,art_painting,5
0,1394,base,art_painting,5
0,1395,base,art_painting,5
0,1396,base,art_painting,5
0,1397,base,art_painting,5
0,1401,base,art_painting,5
0,1405,base,art_painting,5
0,1407,base,art_painting,5
0,1409,base,art_painting,5
0,1414,base,art_painting,5
0,1417,base,art_painting,5
0,1419,base,art_painting,5
0,1421,base,art_painting,5
0,1428,base,art_painting,5
0,1430,base,art_painting,5
0,1431,base,art_painting,5
0,1432,base,art_painting,5
0,1435,base,art_painting,5
0,1436,base,art_painting,5
0,1438,base,art_painting,5
0,1440,base,art_painting,5
0,1442,base,art_painting,5
0,1443,base,art_painting,5
0,1444,base,art_painting,5
0,1445,base,art_painting,5
0,1449,base,art_painting,5
0,1450,base,art_painting,5
0,1453,base,art_painting,5
0,1454,base,art_painting,5
0,1455,base,art_painting,5
0,1456,base,art_painting,5
0,1458,base,art_painting,5
0,1460,base,art_painting,5
0,1461,base,art_painting,5
0,1463,base,art_painting,5
0,1465,base,art_painting,5
0,1466,base,art_painting,5
0,1468,base,art_painting,5
0,1469,base,art_painting,5
0,1470,base,art_painting,5
0,1471,base,art_painting,5
0,1472,base,art_painting,5
0,1473,base,art_painting,5
0,1477,base,art_painting,5
0,1479,base,art_painting,5
0,1480,base,art_painting,5
0,1483,base,art_painting,5
0,1484,base,art_painting,5
0,1487,base,art_painting,5
0,1491,base,art_painting,5
0,1492,base,art_painting,5
0,1493,base,art_painting,5
0,1494,base,art_painting,5
0,1495,base,art_painting,5
0,1496,base,art_painting,5
0,1498,base,art_painting,5
0,1502,base,art_painting,5
0,1504,base,art_painting,5
0,1505,base,art_painting,5
0,1506,base,art_painting,5
0,1508,base,art_painting,5
0,1510,base,art_painting,5
0,1521,base,art_painting,5
0,1523,base,art_painting,5
0,1524,base,art_painting,5
0,1525,base,art_painting,5
0,1526,base,art_painting,5
0,1527,base,art_painting,5
0,1531,base,art_painting,5
0,1532,base,art_painting,5
0,1533,base,art_painting,5
0,1534,base,art_painting,5
0,1537,base,art_painting,5
0,1539,base,art_painting,5
0,1540,base,art_painting,5
0,1541,base,art_painting,5
0,1542,base,art_painting,5
0,1544,base,art_painting,5
0,1545,base,art_painting,5
0,1547,base,art_painting,5
0,1549,base,art_painting,5
0,1550,base,art_painting,5
0,1552,base,art_painting,5
0,1554,base,art_painting,5
0,1555,base,art_painting,5
0,1558,base,art_painting,5
0,1561,base,art_painting,5
0,1565,base,art_painting,5
0,1566,base,art_painting,5
0,1568,base,art_painting,5
0,1569,base,art_painting,5
0,1573,base,art_painting,5
0,1574,base,art_painting,5
0,1576,base,art_painting,5
0,1578,base,art_painting,5
0,1580,base,art_painting,5
0,1581,base,art_painting,5
0,1586,base,art_painting,5
0,1587,base,art_painting,5
0,1588,base,art_painting,5
0,1591,base,art_painting,5
0,1594,base,art_painting,5
0,1601,base,art_painting,6
0,1607,base,art_painting,6
0,1608,base,art_painting,6
0,1612,base,art_painting,6
0,1615,base,art_painting,6
0,1616,base,art_painting,6
0,1617,base,art_painting,6
0,1618,base,art_painting,6
0,1619,base,art_painting,6
0,1622,base,art_painting,6
0,1623,base,art_painting,6
0,1626,base,art_painting,6
0,1627,base,art_painting,6
0,1629,base,art_painting,6
0,1631,base,art_painting,6
0,1632,base,art_painting,6
0,1636,base,art_painting,6
0,1637,base,art_painting,6
0,1639,base,art_painting,6
0,1640,base,art_painting,6
0,1643,base,art_painting,6
0,1644,base,art_painting,6
0,1646,base,art_painting,6
0,1647,base,art_painting,6
0,1652,base,art_painting,6
0,1653,base,art_painting,6
0,1655,base,art_painting,6
0,1656,base,art_painting,6
0,1658,base,art_painting,6
0,1663,base,art_painting,6
0,1666,base,art_painting,6
0,1668,base,art_painting,6
0,1669,base,art_painting,6
0,1675,base,art_painting,6
0,1676,base,art_painting,6
0,1677,base,art_painting,6
0,1678,base,art_painting,6
0,1679,base,art_painting,6
0,1683,base,art_painting,6
0,1685,base,art_painting,6
0,1686,base,art_painting,6
0,1689,base,art_painting,6
0,1696,base,art_painting,6
0,1697,base,art_painting,6
0,1699,base,art_painting,6
0,1703,base,art_painting,6
0,1704,base,art_painting,6
0,1706,base,art_painting,6
0,1708,base,art_painting,6
0,1711,base,art_painting,6
0,1712,base,art_painting,6
0,1714,base,art_painting,6
0,1718,base,art_painting,6
0,1722,base,art_painting,6
0,1725,base,art_painting,6
0,1726,base,art_painting,6
0,1727,base,art_painting,6
0,1731,base,art_painting,6
0,1733,base,art_painting,6
0,1734,base,art_painting,6
0,1735,base,art_painting,6
0,1736,base,art_painting,6
0,1737,base,art_painting,6
0,1742,base,art_painting,6
0,1744,base,art_painting,6
0,1747,base,art_painting,6
0,1748,base,art_painting,6
0,1752,base,art_painting,6
0,1754,base,art_painting,6
0,1755,base,art_painting,6
0,1756,base,art_painting,6
0,1757,base,art_painting,6
0,1758,base,art_painting,6
0,1759,base,art_painting,6
0,1760,base,art_painting,6
0,1761,base,art_painting,6
0,1762,base,art_painting,6
0,1763,base,art_painting,6
0,1765,base,art_painting,6
0,1769,base,art_painting,6
0,1772,base,art_painting,6
0,1778,base,art_painting,6
0,1782,base,art_painting,6
0,1787,base,art_painting,6
0,1789,base,art_painting,6
0,1790,base,art_painting,6
0,1791,base,art_painting,6
0,1793,base,art_painting,6
0,1795,base,art_painting,6
0,1798,base,art_painting,6
0,1799,base,art_painting,6
0,1800,base,art_painting,6
0,1803,base,art_painting,6
0,1804,base,art_painting,6
0,1806,base,art_painting,6
0,1810,base,art_painting,6
0,1811,base,art_painting,6
0,1812,base,art_painting,6
0,1814,base,art_painting,6
0,1815,base,art_painting,6
0,1817,base,art_painting,6
0,1819,base,art_painting,6
0,1820,base,art_painting,6
0,1821,base,art_painting,6
0,1823,base,art_painting,6
0,1827,base,art_painting,6
0,1828,base,art_painting,6
0,1829,base,art_painting,6
0,1830,base,art_painting,6
0,1832,base,art_painting,6
0,1835,base,art_painting,6
0,1836,base,art_painting,6
0,1837,base,art_painting,6
0,1838,base,art_painting,6
0,1839,base,art_painting,6
0,1841,base,art_painting,6
0,1843,base,art_painting,6
0,1844,base,art_painting,6
0,1845,base,art_painting,6
0,1846,base,art_painting,6
0,1847,base,art_painting,6
0,1848,base,art_painting,6
0,1850,base,art_painting,6
0,1851,base,art_painting,6
0,1852,base,art_painting,6
0,1853,base,art_painting,6
0,1855,base,art_painting,6
0,1856,base,art_painting,6
0,1858,base,art_painting,6
0,1861,base,art_painting,6
0,1863,base,art_painting,6
0,1865,base,art_painting,6
0,1867,base,art_painting,6
0,1870,base,art_painting,6
0,1872,base,art_painting,6
0,1873,base,art_painting,6
0,1874,base,art_painting,6
0,1875,base,art_painting,6
0,1876,base,art_painting,6
0,1878,base,art_painting,6
0,1880,base,art_painting,6
0,1881,base,art_painting,6
0,1882,base,art_painting,6
0,1883,base,art_painting,6
0,1886,base,art_painting,6
0,1888,base,art_painting,6
0,1889,base,art_painting,6
0,1890,base,art_painting,6
0,1895,base,art_painting,6
0,1897,base,art_painting,6
0,1898,base,art_painting,6
0,1899,base,art_painting,6
0,1900,base,art_painting,6
0,1901,base,art_painting,6
0,1902,base,art_painting,6
0,1907,base,art_painting,6
0,1908,base,art_painting,6
0,1909,base,art_painting,6
0,1912,base,art_painting,6
0,1915,base,art_painting,6
0,1919,base,art_painting,6
0,1921,base,art_painting,6
0,1923,base,art_painting,6
0,1924,base,art_painting,6
0,1925,base,art_painting,6
0,1928,base,art_painting,6
0,1930,base,art_painting,6
0,1932,base,art_painting,6
0,1933,base,art_painting,6
0,1935,base,art_painting,6
0,1937,base,art_painting,6
0,1938,base,art_painting,6
0,1939,base,art_painting,6
0,1941,base,art_painting,6
0,1946,base,art_painting,6
0,1949,base,art_painting,6
0,1951,base,art_painting,6
0,1959,base,art_painting,6
0,1960,base,art_painting,6
0,1961,base,art_painting,6
0,1962,base,art_painting,6
0,1963,base,art_painting,6
0,1965,base,art_painting,6
0,1969,base,art_painting,6
0,1970,base,art_painting,6
0,1973,base,art_painting,6
0,1975,base,art_painting,6
0,1978,base,art_painting,6
0,1981,base,art_painting,6
0,1982,base,art_painting,6
0,1984,base,art_painting,6
0,1986,base,art_painting,6
0,1987,base,art_painting,6
0,1989,base,art_painting,6
0,1992,base,art_painting,6
0,1993,base,art_painting,6
0,1996,base,art_painting,6
0,1997,base,art_painting,6
0,1998,base,art_painting,6
0,2001,base,art_painting,6
0,2004,base,art_painting,6
0,2006,base,art_painting,6
0,2007,base,art_painting,6
0,2009,base,art_painting,6
0,2010,base,art_painting,6
0,2011,base,art_painting,6
0,2014,base,art_painting,6
0,2015,base,art_painting,6
0,2018,base,art_painting,6
0,2020,base,art_painting,6
0,2023,base,art_painting,6
0,2025,base,art_painting,6
0,2026,base,art_painting,6
0,2027,base,art_painting,6
0,2029,base,art_painting,6
0,2032,base,art_painting,6
0,2034,base,art_painting,6
0,2036,base,art_painting,6
0,2037,base,art_painting,6
0,2039,base,art_painting,6
0,2041,base,art_painting,6
0,2043,base,art_painting,6
0,2044,base,art_painting,6
0,2046,base,art_painting,6
0,2048,base,cartoon,0
0,2052,base,cartoon,0
0,2055,base,cartoon,0
0,2056,base,cartoon,0
0,2057,base,cartoon,0
0,2058,base,cartoon,0
0,2060,base,cartoon,0
0,2062,base,cartoon,0
0,2063,base,cartoon,0
0,2067,base,cartoon,0
